utt1	utt2	cm_before	cm_after	asv_before	asv_after
LA_0026	LA_E_5047880	6.215422	7.136607	0.217242	0.855474
LA_0019	LA_E_6584821	6.007478	7.207377	0.412065	0.949981
LA_0031	LA_E_8309979	5.966453	7.170851	0.297242	0.914298
LA_0030	LA_E_9438808	6.152403	7.077366	0.362749	0.908692
LA_0045	LA_E_6385327	5.977988	7.136340	0.216911	0.938701
LA_0045	LA_E_9848915	6.328830	7.482483	0.263819	0.953067
LA_0041	LA_E_1644908	5.918551	7.257861	0.200687	0.915477
LA_0009	LA_E_8183187	6.248770	7.119267	0.313594	0.929762
LA_0013	LA_E_4103863	5.833566	6.930858	0.453571	0.909529
LA_0043	LA_E_8388654	6.039109	7.141243	0.327689	0.889568
LA_0036	LA_E_9219334	5.780338	6.708261	0.463528	0.916501
LA_0043	LA_E_9641502	6.301359	6.913656	0.326178	0.905833
LA_0001	LA_E_6163703	5.883965	6.911425	0.399705	0.901809
LA_0036	LA_E_8151959	6.156921	7.069316	0.207252	0.891252
LA_0004	LA_E_6601144	5.863744	6.783091	0.172051	0.905939
LA_0035	LA_E_5479419	6.013765	7.319950	0.279079	0.935639
LA_0017	LA_E_6700890	6.159208	7.217826	0.284084	0.905324
LA_0028	LA_E_3233085	5.552996	6.714672	0.174345	0.893720
LA_0041	LA_E_4409988	5.959397	6.894213	0.334612	0.930154
LA_0039	LA_E_7092577	6.005726	6.979939	0.347373	0.878343
LA_0043	LA_E_3466694	6.273182	7.160911	0.404660	0.925449
LA_0039	LA_E_5667435	5.816525	7.232793	0.291399	0.908493
LA_0045	LA_E_9882420	5.938583	7.066450	0.233212	0.911350
LA_0037	LA_E_6227078	5.814979	6.868446	0.313077	0.908530
LA_0041	LA_E_1478219	6.019012	6.593811	0.264721	0.847779
LA_0002	LA_E_5054757	6.442132	7.172145	0.235403	0.954837
LA_0041	LA_E_1567330	5.868548	7.104808	0.213389	0.938868
LA_0039	LA_E_5625513	5.870858	6.869981	0.254840	0.906394
LA_0034	LA_E_6982823	5.622774	7.003829	0.247902	0.871490
LA_0048	LA_E_6589247	5.535551	6.787363	0.398291	0.915024
LA_0045	LA_E_5196059	5.980740	7.061597	0.270011	0.962737
LA_0016	LA_E_2660052	6.078014	7.065700	0.227252	0.963422
LA_0045	LA_E_6237116	6.533828	7.453146	0.280443	0.917982
LA_0043	LA_E_1180334	6.088227	7.140295	0.365958	0.937151
LA_0018	LA_E_6336673	6.053807	7.060904	0.404576	0.946567
LA_0007	LA_E_2232644	6.289684	7.173230	0.313199	0.929251
LA_0015	LA_E_3246561	6.298014	7.413444	0.164124	0.922168
LA_0016	LA_E_1121844	6.085436	7.005710	0.377371	0.902885
LA_0034	LA_E_6346117	6.504882	7.338434	0.317784	0.861432
LA_0043	LA_E_5296134	6.042970	6.956235	0.232288	0.903847
LA_0001	LA_E_1173407	5.933594	7.375981	0.316144	0.904613
LA_0042	LA_E_5903059	6.094370	7.432744	0.353788	0.924098
LA_0034	LA_E_2041982	6.142266	6.807831	0.380904	0.881270
LA_0031	LA_E_5108121	5.989035	6.889435	0.299739	0.922746
LA_0008	LA_E_5625513	5.870858	6.854966	0.199540	0.911006
LA_0035	LA_E_1373332	5.954067	6.931322	0.235691	0.855699
LA_0009	LA_E_4691178	5.874273	7.167222	0.361818	0.953181
LA_0036	LA_E_6802463	5.896481	7.167555	0.223318	0.876556
LA_0008	LA_E_6826899	6.331647	7.359160	0.280517	0.961990
LA_0037	LA_E_7955349	6.246908	7.089233	0.308548	0.928320
LA_0010	LA_E_4484865	5.084508	6.577219	0.328874	0.943031
LA_0035	LA_E_8786056	5.904277	6.773942	0.252091	0.918524
LA_0004	LA_E_3572990	5.803145	7.011207	0.202019	0.896944
LA_0001	LA_E_7010243	6.336101	7.092939	0.395116	0.915021
LA_0023	LA_E_6017356	6.019198	6.884889	0.185025	0.917195
LA_0025	LA_E_2240603	6.125496	6.976952	0.272561	0.920824
LA_0016	LA_E_8672894	6.366686	7.305241	0.318532	0.928088
LA_0018	LA_E_9318500	6.204659	7.206629	0.311104	0.847219
LA_0043	LA_E_3822402	6.285519	7.081093	0.399107	0.913833
LA_0039	LA_E_8169597	6.417088	7.256330	0.267616	0.951389
LA_0017	LA_E_2222270	6.510851	7.549521	0.204141	0.947548
LA_0039	LA_E_6873356	5.652803	7.012513	0.189263	0.959457
LA_0047	LA_E_2025487	6.126920	7.262925	0.278165	0.919352
LA_0026	LA_E_9362104	6.018758	7.042275	0.245962	0.952149
LA_0009	LA_E_7862687	5.960294	6.913670	0.174157	0.808876
LA_0017	LA_E_5318552	6.271271	6.964594	0.218584	0.898838
LA_0043	LA_E_9777016	6.139984	6.897549	0.361453	0.926831
LA_0027	LA_E_1978236	6.050845	7.011453	0.341747	0.933823
LA_0009	LA_E_9480739	6.135283	7.341681	0.256927	0.939816
LA_0031	LA_E_3551532	6.158280	7.057586	0.337634	0.913679
LA_0047	LA_E_3715131	5.245144	6.403217	0.348870	0.919574
LA_0027	LA_E_5049397	6.438218	7.428763	0.206316	0.853946
LA_0045	LA_E_3704118	6.400801	7.207593	0.395234	0.946574
LA_0017	LA_E_2456681	6.094885	6.949365	0.397683	0.950101
LA_0015	LA_E_9082970	6.212625	7.478595	0.210627	0.942227
LA_0016	LA_E_7218987	6.102642	7.027532	0.246078	0.919736
LA_0044	LA_E_7769419	5.384804	6.869133	0.286254	0.833560
LA_0043	LA_E_2267312	5.599077	6.866319	0.262065	0.958515
LA_0037	LA_E_9630978	6.323189	7.198354	0.367646	0.948313
LA_0041	LA_E_5385777	5.623046	7.044501	0.350876	0.925978
LA_0017	LA_E_3206572	6.424969	7.044836	0.331601	0.919254
LA_0033	LA_E_6152359	5.539860	6.808868	0.405598	0.948420
LA_0037	LA_E_7295579	4.959955	6.744619	0.342376	0.923206
LA_0041	LA_E_3417739	5.998095	6.928494	0.388973	0.845503
LA_0010	LA_E_6712126	6.030588	6.953273	0.305315	0.930246
LA_0022	LA_E_1613408	5.952629	7.106135	0.202694	0.929196
LA_0005	LA_E_5421571	6.408051	6.991505	0.351556	0.925448
LA_0035	LA_E_4407998	6.076273	6.936361	0.253449	0.901891
LA_0034	LA_E_2288596	5.689251	6.745565	0.262229	0.934083
LA_0027	LA_E_3425904	6.196429	7.014651	0.204832	0.893547
LA_0016	LA_E_1540962	6.269091	7.100897	0.188936	0.907281
LA_0027	LA_E_4352922	6.589682	7.299686	0.244680	0.837629
LA_0039	LA_E_1715585	6.230258	6.929311	0.282391	0.919330
LA_0018	LA_E_8563944	6.077277	7.456120	0.275647	0.931818
LA_0016	LA_E_8547733	5.686225	7.044375	0.306456	0.897767
LA_0016	LA_E_2896889	6.279119	7.242473	0.375712	0.934351
LA_0017	LA_E_5928848	6.140696	7.148846	0.345906	0.907229
LA_0022	LA_E_4376357	6.128639	7.287044	0.275151	0.949610
LA_0023	LA_E_8563944	6.077277	7.463982	0.103993	0.937364
LA_0007	LA_E_1010349	6.255440	7.055985	0.338449	0.872564
LA_0037	LA_E_9667786	6.289331	7.588734	0.297187	0.946575
LA_0009	LA_E_1819595	5.626957	6.903463	0.289911	0.895773
LA_0045	LA_E_6346117	6.504882	7.365208	0.258468	0.928299
LA_0027	LA_E_4856684	5.883228	7.097654	0.209962	0.870949
LA_0036	LA_E_7455353	5.987572	7.201381	0.255777	0.926328
LA_0031	LA_E_2714189	6.329946	7.190866	0.308696	0.935244
LA_0010	LA_E_4218432	5.779537	7.262230	0.297855	0.934259
LA_0045	LA_E_2514376	5.996896	7.307143	0.241297	0.943450
LA_0004	LA_E_3306877	5.724100	7.009679	0.300222	0.913968
LA_0045	LA_E_4352922	6.589682	7.314256	0.204696	0.902046
LA_0016	LA_E_2724873	5.096128	6.567708	0.323187	0.901500
LA_0025	LA_E_3246059	5.962335	7.053535	0.146749	0.826060
LA_0007	LA_E_3527138	6.652676	7.383557	0.233216	0.929247
LA_0037	LA_E_6873356	5.652803	7.082076	0.351848	0.939108
