utt1	utt2	cm_before	cm_after	asv_before	asv_after
LA_0026	LA_E_5047880	6.215422	7.255506	0.217242	0.944015
LA_0019	LA_E_6584821	6.007478	7.455490	0.412065	0.967268
LA_0031	LA_E_8309979	5.966453	7.585473	0.297242	0.957034
LA_0030	LA_E_9438808	6.152403	7.414326	0.362749	0.945486
LA_0045	LA_E_6385327	5.977988	7.556778	0.216911	0.960606
LA_0045	LA_E_9848915	6.328830	7.885800	0.263819	0.961252
LA_0041	LA_E_1644908	5.918551	7.691124	0.200687	0.942738
LA_0009	LA_E_8183187	6.248770	7.363402	0.313594	0.948683
LA_0013	LA_E_4103863	5.833566	7.286261	0.453571	0.937288
LA_0043	LA_E_8388654	6.039109	7.603234	0.327689	0.966250
LA_0036	LA_E_9219334	5.780338	7.105901	0.463528	0.942783
LA_0043	LA_E_9641502	6.301359	7.253734	0.326178	0.938398
LA_0001	LA_E_6163703	5.883965	7.492261	0.399705	0.974584
LA_0036	LA_E_8151959	6.156921	7.588004	0.207252	0.956858
LA_0004	LA_E_6601144	5.863744	7.295171	0.172051	0.944841
LA_0035	LA_E_5479419	6.013765	7.757215	0.279079	0.970548
LA_0017	LA_E_6700890	6.159208	7.547493	0.284084	0.938985
LA_0028	LA_E_3233085	5.552996	7.222191	0.174345	0.948922
LA_0041	LA_E_4409988	5.959397	7.512386	0.334612	0.966622
LA_0039	LA_E_7092577	6.005726	7.311102	0.347373	0.965667
LA_0043	LA_E_3466694	6.273182	7.541373	0.404660	0.938884
LA_0039	LA_E_5667435	5.816525	7.556330	0.291399	0.955419
LA_0045	LA_E_9882420	5.938583	7.300928	0.233212	0.936396
LA_0037	LA_E_6227078	5.814979	7.086089	0.313077	0.947351
LA_0041	LA_E_1478219	6.019012	6.920624	0.264721	0.945002
LA_0002	LA_E_5054757	6.442132	7.505848	0.235403	0.967683
LA_0041	LA_E_1567330	5.868548	7.716120	0.213389	0.946965
LA_0039	LA_E_5625513	5.870858	7.410575	0.254840	0.963056
LA_0034	LA_E_6982823	5.622774	7.447263	0.247902	0.929134
LA_0048	LA_E_6589247	5.535551	7.080258	0.398291	0.941636
LA_0045	LA_E_5196059	5.980740	7.728445	0.270011	0.973441
LA_0016	LA_E_2660052	6.078014	7.542477	0.227252	0.967012
LA_0045	LA_E_6237116	6.533828	7.614092	0.280443	0.960592
LA_0043	LA_E_1180334	6.088227	7.739252	0.365958	0.969174
LA_0018	LA_E_6336673	6.053807	7.349932	0.404576	0.954026
LA_0007	LA_E_2232644	6.289684	7.674272	0.313199	0.947601
LA_0015	LA_E_3246561	6.298014	7.703160	0.164124	0.961119
LA_0016	LA_E_1121844	6.085436	7.443720	0.377371	0.968618
LA_0034	LA_E_6346117	6.504882	7.724978	0.317784	0.949132
LA_0043	LA_E_5296134	6.042970	7.306642	0.232288	0.936513
LA_0001	LA_E_1173407	5.933594	7.678509	0.316144	0.935815
LA_0042	LA_E_5903059	6.094370	7.880557	0.353788	0.955099
LA_0034	LA_E_2041982	6.142266	7.250555	0.380904	0.959074
LA_0031	LA_E_5108121	5.989035	7.430161	0.299739	0.979272
LA_0008	LA_E_5625513	5.870858	7.365401	0.199540	0.966969
LA_0035	LA_E_1373332	5.954067	7.265030	0.235691	0.947625
LA_0009	LA_E_4691178	5.874273	7.554814	0.361818	0.963700
LA_0036	LA_E_6802463	5.896481	7.441745	0.223318	0.948431
LA_0008	LA_E_6826899	6.331647	7.747763	0.280517	0.975772
LA_0037	LA_E_7955349	6.246908	7.404274	0.308548	0.947594
LA_0010	LA_E_4484865	5.084508	7.390986	0.328874	0.951253
LA_0035	LA_E_8786056	5.904277	7.122894	0.252091	0.944411
LA_0004	LA_E_3572990	5.803145	7.460905	0.202019	0.929917
LA_0001	LA_E_7010243	6.336101	7.513245	0.395116	0.961660
LA_0023	LA_E_6017356	6.019198	7.285473	0.185025	0.945039
LA_0025	LA_E_2240603	6.125496	7.210905	0.272561	0.952946
LA_0016	LA_E_8672894	6.366686	7.579802	0.318532	0.963439
LA_0018	LA_E_9318500	6.204659	7.609272	0.311104	0.952894
LA_0043	LA_E_3822402	6.285519	7.342135	0.399107	0.951795
LA_0039	LA_E_8169597	6.417088	7.564903	0.267616	0.960858
LA_0017	LA_E_2222270	6.510851	7.944776	0.204141	0.956522
LA_0039	LA_E_6873356	5.652803	7.633360	0.189263	0.971696
LA_0047	LA_E_2025487	6.126920	7.571696	0.278165	0.944300
LA_0026	LA_E_9362104	6.018758	7.491795	0.245962	0.970652
LA_0009	LA_E_7862687	5.960294	7.302118	0.174157	0.961020
LA_0017	LA_E_5318552	6.271271	7.392476	0.218584	0.917194
LA_0043	LA_E_9777016	6.139984	7.235799	0.361453	0.957011
LA_0027	LA_E_1978236	6.050845	7.528629	0.341747	0.966131
LA_0009	LA_E_9480739	6.135283	7.700435	0.256927	0.960010
LA_0031	LA_E_3551532	6.158280	7.255400	0.337634	0.966308
LA_0047	LA_E_3715131	5.245144	6.962617	0.348870	0.937284
LA_0027	LA_E_5049397	6.438218	7.770231	0.206316	0.974460
LA_0045	LA_E_3704118	6.400801	7.551088	0.395234	0.974616
LA_0017	LA_E_2456681	6.094885	7.379282	0.397683	0.964690
LA_0015	LA_E_9082970	6.212625	7.872728	0.210627	0.960901
LA_0016	LA_E_7218987	6.102642	7.327933	0.246078	0.944240
LA_0044	LA_E_7769419	5.384804	7.249530	0.286254	0.955945
LA_0043	LA_E_2267312	5.599077	7.601190	0.262065	0.949685
LA_0037	LA_E_9630978	6.323189	7.535093	0.367646	0.953554
LA_0041	LA_E_5385777	5.623046	7.402704	0.350876	0.970687
LA_0017	LA_E_3206572	6.424969	7.482800	0.331601	0.969724
LA_0033	LA_E_6152359	5.539860	7.276556	0.405598	0.963832
LA_0037	LA_E_7295579	4.959955	7.267720	0.342376	0.954895
LA_0041	LA_E_3417739	5.998095	7.263415	0.388973	0.964451
LA_0010	LA_E_6712126	6.030588	7.354868	0.305315	0.952769
LA_0022	LA_E_1613408	5.952629	7.327804	0.202694	0.947510
LA_0005	LA_E_5421571	6.408051	7.253946	0.351556	0.952821
LA_0035	LA_E_4407998	6.076273	7.392872	0.253449	0.955561
LA_0034	LA_E_2288596	5.689251	7.303000	0.262229	0.959354
LA_0027	LA_E_3425904	6.196429	7.274669	0.204832	0.971754
LA_0016	LA_E_1540962	6.269091	7.492760	0.188936	0.950524
LA_0027	LA_E_4352922	6.589682	7.653117	0.244680	0.971274
LA_0039	LA_E_1715585	6.230258	7.425277	0.282391	0.969543
LA_0018	LA_E_8563944	6.077277	7.829515	0.275647	0.948492
LA_0016	LA_E_8547733	5.686225	7.369042	0.306456	0.947457
LA_0016	LA_E_2896889	6.279119	7.578910	0.375712	0.971591
LA_0017	LA_E_5928848	6.140696	7.441579	0.345906	0.957932
LA_0022	LA_E_4376357	6.128639	7.487720	0.275151	0.945982
LA_0023	LA_E_8563944	6.077277	7.788479	0.103993	0.961859
LA_0007	LA_E_1010349	6.255440	7.419703	0.338449	0.963150
LA_0037	LA_E_9667786	6.289331	7.987811	0.297187	0.935907
LA_0009	LA_E_1819595	5.626957	7.146632	0.289911	0.946559
LA_0045	LA_E_6346117	6.504882	7.813317	0.258468	0.976157
LA_0027	LA_E_4856684	5.883228	7.380223	0.209962	0.924136
LA_0036	LA_E_7455353	5.987572	7.476236	0.255777	0.960284
