utt_id,enroll_id,cosine_score
LA_E_5047880,LA_0026,0.567222
LA_E_6584821,LA_0019,0.565330
LA_E_8309979,LA_0031,0.659739
LA_E_9438808,LA_0030,0.632334
LA_E_6385327,LA_0045,0.662884
LA_E_9848915,LA_0045,0.666831
LA_E_1644908,LA_0041,0.576209
LA_E_8183187,LA_0009,0.711087
LA_E_4103863,LA_0013,0.525019
LA_E_8388654,LA_0043,0.658348
LA_E_9219334,LA_0036,0.536055
LA_E_9641502,LA_0043,0.605687
LA_E_6163703,LA_0001,0.565251
LA_E_8151959,LA_0036,0.571056
LA_E_6601144,LA_0004,0.634958
LA_E_5479419,LA_0035,0.636920
LA_E_6700890,LA_0017,0.579530
LA_E_3233085,LA_0028,0.572370
LA_E_4409988,LA_0041,0.646401
LA_E_7092577,LA_0039,0.665637
LA_E_3466694,LA_0043,0.673874
LA_E_5667435,LA_0039,0.553762
LA_E_9882420,LA_0045,0.597953
LA_E_6227078,LA_0037,0.534368
LA_E_1478219,LA_0041,0.521579
LA_E_5054757,LA_0002,0.679753
LA_E_1567330,LA_0041,0.673397
LA_E_5625513,LA_0039,0.565450
LA_E_6982823,LA_0034,0.483644
LA_E_6589247,LA_0048,0.487915
LA_E_5196059,LA_0045,0.629098
LA_E_2660052,LA_0016,0.665996
LA_E_6237116,LA_0045,0.626514
LA_E_1180334,LA_0043,0.703339
LA_E_6336673,LA_0018,0.525806
LA_E_2232644,LA_0007,0.661862
LA_E_3246561,LA_0015,0.664144
LA_E_1121844,LA_0016,0.694281
LA_E_6346117,LA_0034,0.520745
LA_E_5296134,LA_0043,0.553475
LA_E_1173407,LA_0001,0.567603
LA_E_5903059,LA_0042,0.645236
LA_E_2041982,LA_0034,0.520211
LA_E_5108121,LA_0031,0.757392
LA_E_5625513,LA_0008,0.557722
LA_E_1373332,LA_0035,0.511977
LA_E_4691178,LA_0009,0.687654
LA_E_6802463,LA_0036,0.394794
LA_E_6826899,LA_0008,0.695340
LA_E_7955349,LA_0037,0.568089
LA_E_4484865,LA_0010,0.640687
LA_E_8786056,LA_0035,0.643256
LA_E_3572990,LA_0004,0.559120
LA_E_7010243,LA_0001,0.606119
LA_E_6017356,LA_0023,0.534923
LA_E_2240603,LA_0025,0.630358
LA_E_8672894,LA_0016,0.665243
LA_E_9318500,LA_0018,0.555719
LA_E_3822402,LA_0043,0.623056
LA_E_8169597,LA_0039,0.631327
LA_E_2222270,LA_0017,0.609086
LA_E_6873356,LA_0039,0.667995
LA_E_2025487,LA_0047,0.607680
LA_E_9362104,LA_0026,0.699748
LA_E_7862687,LA_0009,0.719171
LA_E_5318552,LA_0017,0.597190
LA_E_9777016,LA_0043,0.539965
LA_E_1978236,LA_0027,0.702170
LA_E_9480739,LA_0009,0.707540
LA_E_3551532,LA_0031,0.636272
LA_E_3715131,LA_0047,0.549583
LA_E_5049397,LA_0027,0.593538
LA_E_3704118,LA_0045,0.605655
LA_E_2456681,LA_0017,0.708316
LA_E_9082970,LA_0015,0.622987
LA_E_7218987,LA_0016,0.610225
LA_E_7769419,LA_0044,0.570328
LA_E_2267312,LA_0043,0.610612
LA_E_9630978,LA_0037,0.611705
LA_E_5385777,LA_0041,0.499010
LA_E_3206572,LA_0017,0.656141
LA_E_6152359,LA_0033,0.601432
LA_E_7295579,LA_0037,0.529826
LA_E_3417739,LA_0041,0.589894
LA_E_6712126,LA_0010,0.675898
LA_E_1613408,LA_0022,0.583751
LA_E_5421571,LA_0005,0.576712
LA_E_4407998,LA_0035,0.518927
LA_E_2288596,LA_0034,0.617625
LA_E_3425904,LA_0027,0.661403
LA_E_1540962,LA_0016,0.708964
LA_E_4352922,LA_0027,0.644698
LA_E_1715585,LA_0039,0.645737
LA_E_8563944,LA_0018,0.596956
LA_E_8547733,LA_0016,0.585325
LA_E_2896889,LA_0016,0.642791
LA_E_5928848,LA_0017,0.589834
LA_E_4376357,LA_0022,0.645495
LA_E_8563944,LA_0023,0.649412
LA_E_1010349,LA_0007,0.593251
LA_E_9667786,LA_0037,0.592775
LA_E_1819595,LA_0009,0.591581
LA_E_6346117,LA_0045,0.600977
LA_E_4856684,LA_0027,0.653670
LA_E_7455353,LA_0036,0.548985
LA_E_2714189,LA_0031,0.670424
LA_E_4218432,LA_0010,0.647666
LA_E_2514376,LA_0045,0.613333
LA_E_3306877,LA_0004,0.578681
LA_E_4352922,LA_0045,0.636758
LA_E_2724873,LA_0016,0.617076
LA_E_3246059,LA_0025,0.542660
LA_E_3527138,LA_0007,0.545346
LA_E_6873356,LA_0037,0.595328
LA_E_6500771,LA_0013,0.521504
LA_E_5899892,LA_0027,0.667316
LA_E_2097092,LA_0022,0.578001
LA_E_3775722,LA_0021,0.584077
LA_E_5588661,LA_0018,0.576335
LA_E_4325150,LA_0043,0.586868
LA_E_4479083,LA_0043,0.672729
LA_E_8601887,LA_0007,0.658723
LA_E_5376768,LA_0037,0.622399
LA_E_8146949,LA_0034,0.650274
LA_E_1357326,LA_0011,0.713151
