utt1	utt2	cm_before	cm_after	asv_before	asv_after
LA_0026	LA_E_5047880	6.215422	7.214301	0.202897	0.928167
LA_0019	LA_E_6584821	6.007478	7.464299	0.135114	0.966075
LA_0031	LA_E_8309979	5.966453	7.441212	0.212373	0.963160
LA_0030	LA_E_9438808	6.152403	7.305852	0.323816	0.951295
LA_0045	LA_E_6385327	5.977988	7.482069	0.166266	0.973698
LA_0045	LA_E_9848915	6.328830	7.752637	0.204410	0.970851
LA_0041	LA_E_1644908	5.918551	7.650976	0.050088	0.954193
LA_0009	LA_E_8183187	6.248770	7.262060	0.147870	0.956487
LA_0013	LA_E_4103863	5.833566	7.165895	0.304094	0.935296
LA_0043	LA_E_8388654	6.039109	7.468628	0.257136	0.942917
LA_0036	LA_E_9219334	5.780338	6.956320	0.297703	0.944897
LA_0043	LA_E_9641502	6.301359	7.145747	0.238351	0.940783
LA_0001	LA_E_6163703	5.883965	7.336368	0.332709	0.971999
LA_0036	LA_E_8151959	6.156921	7.449412	0.195797	0.958150
LA_0004	LA_E_6601144	5.863744	7.267510	0.092323	0.937154
LA_0035	LA_E_5479419	6.013765	7.702272	0.299174	0.943594
LA_0017	LA_E_6700890	6.159208	7.462958	0.278441	0.940066
LA_0028	LA_E_3233085	5.552996	7.102201	0.158343	0.939188
LA_0041	LA_E_4409988	5.959397	7.347818	0.232863	0.966286
LA_0039	LA_E_7092577	6.005726	7.217845	0.231706	0.963196
LA_0043	LA_E_3466694	6.273182	7.410110	0.333164	0.947765
LA_0039	LA_E_5667435	5.816525	7.476570	0.349571	0.961906
LA_0045	LA_E_9882420	5.938583	7.267295	0.197831	0.936697
LA_0037	LA_E_6227078	5.814979	7.109101	0.195376	0.930203
LA_0041	LA_E_1478219	6.019012	6.779793	0.174056	0.933481
LA_0002	LA_E_5054757	6.442132	7.425838	0.187941	0.965487
LA_0041	LA_E_1567330	5.868548	7.547093	0.141210	0.964366
LA_0039	LA_E_5625513	5.870858	7.150332	0.146257	0.964516
LA_0034	LA_E_6982823	5.622774	7.325189	0.277884	0.932769
LA_0048	LA_E_6589247	5.535551	6.963090	0.271743	0.954990
LA_0045	LA_E_5196059	5.980740	7.618982	0.244371	0.968665
LA_0016	LA_E_2660052	6.078014	7.456621	0.079033	0.961211
LA_0045	LA_E_6237116	6.533828	7.706300	0.315501	0.966643
LA_0043	LA_E_1180334	6.088227	7.588893	0.287071	0.969083
LA_0018	LA_E_6336673	6.053807	7.256956	0.443276	0.951259
