utt1	utt2	cm_before	cm_after	asv_before	asv_after
LA_0026	LA_E_5047880	4.845306	6.931160	0.217242	0.752242
LA_0019	LA_E_6584821	5.285158	7.465650	0.412065	0.909667
LA_0031	LA_E_8309979	6.045262	7.899460	0.297242	0.862900
LA_0030	LA_E_9438808	4.670760	6.614407	0.362749	0.874169
LA_0045	LA_E_6385327	5.340616	7.451400	0.216911	0.903887
LA_0045	LA_E_9848915	5.918205	7.520575	0.263819	0.947926
LA_0041	LA_E_1644908	4.009449	6.583242	0.200687	0.887897
LA_0009	LA_E_8183187	4.532299	6.723272	0.313594	0.884508
LA_0013	LA_E_4103863	1.640584	5.094532	0.453571	0.865343
LA_0043	LA_E_8388654	5.666040	7.166487	0.327689	0.854025
LA_0036	LA_E_9219334	0.748869	-6.429224	0.463528	0.906208
LA_0043	LA_E_9641502	4.154497	6.569215	0.326178	0.828589
LA_0001	LA_E_6163703	4.188136	5.806923	0.399705	0.855614
LA_0036	LA_E_8151959	5.732417	7.470644	0.207252	0.840637
LA_0004	LA_E_6601144	4.774915	6.780395	0.172051	0.834193
LA_0035	LA_E_5479419	5.213949	7.169279	0.279079	0.889521
LA_0017	LA_E_6700890	6.077065	7.807172	0.284084	0.872430
LA_0028	LA_E_3233085	4.469651	6.634122	0.174345	0.824346
LA_0041	LA_E_4409988	5.027088	6.645230	0.334612	0.886550
LA_0039	LA_E_7092577	4.678146	6.520009	0.347373	0.834193
LA_0043	LA_E_3466694	4.314503	6.661781	0.404660	0.912453
LA_0039	LA_E_5667435	4.887215	7.475326	0.291399	0.867896
LA_0045	LA_E_9882420	2.070112	5.207147	0.233212	0.855615
LA_0037	LA_E_6227078	4.338514	6.406714	0.313077	0.921527
LA_0041	LA_E_1478219	1.027441	-2.809026	0.264721	0.813789
LA_0002	LA_E_5054757	5.137628	6.981099	0.235403	0.938200
LA_0041	LA_E_1567330	3.697753	5.927258	0.213389	0.898137
LA_0039	LA_E_5625513	4.735435	6.983751	0.254840	0.831231
LA_0034	LA_E_6982823	3.867274	6.233855	0.247902	0.846940
LA_0048	LA_E_6589247	4.371192	6.405169	0.398291	0.880452
LA_0045	LA_E_5196059	4.799972	6.935134	0.270011	0.932070
LA_0016	LA_E_2660052	2.833194	5.531219	0.227252	0.935143
LA_0045	LA_E_6237116	5.935669	7.847585	0.280443	0.874282
LA_0043	LA_E_1180334	4.687355	6.516862	0.365958	0.900343
LA_0018	LA_E_6336673	4.504385	6.268734	0.404576	0.920540
LA_0007	LA_E_2232644	4.026177	6.149389	0.313199	0.888886
LA_0015	LA_E_3246561	5.731881	7.610281	0.164124	0.911696
LA_0016	LA_E_1121844	4.545328	6.671633	0.377371	0.846448
LA_0034	LA_E_6346117	5.563911	7.468668	0.317784	0.792940
LA_0043	LA_E_5296134	5.237538	7.086883	0.232288	0.862889
LA_0001	LA_E_1173407	3.860858	5.836085	0.316144	0.910125
LA_0042	LA_E_5903059	5.557592	7.255333	0.353788	0.907334
LA_0034	LA_E_2041982	5.499054	7.166065	0.380904	0.818861
LA_0031	LA_E_5108121	4.848407	6.661800	0.299739	0.856860
LA_0008	LA_E_5625513	4.735435	6.941288	0.199540	0.829158
LA_0035	LA_E_1373332	2.894691	5.529692	0.235691	0.826497
LA_0009	LA_E_4691178	4.150179	7.058831	0.361818	0.903964
LA_0036	LA_E_6802463	4.868106	6.906425	0.223318	0.852778
LA_0008	LA_E_6826899	6.603096	8.053911	0.280517	0.938520
LA_0037	LA_E_7955349	5.009266	7.152916	0.308548	0.897708
LA_0010	LA_E_4484865	4.776946	6.878260	0.328874	0.887707
LA_0035	LA_E_8786056	4.613803	6.874872	0.252091	0.852858
LA_0004	LA_E_3572990	1.421330	-5.155795	0.202019	0.866696
LA_0001	LA_E_7010243	5.668928	7.357263	0.395116	0.873564
LA_0023	LA_E_6017356	3.617487	5.557976	0.185025	0.881544
LA_0025	LA_E_2240603	5.016448	6.859601	0.272561	0.877314
LA_0016	LA_E_8672894	6.163729	7.970545	0.318532	0.874457
LA_0018	LA_E_9318500	5.291814	6.843634	0.311104	0.799200
LA_0043	LA_E_3822402	4.497534	6.992178	0.399107	0.871157
LA_0039	LA_E_8169597	5.101405	7.310513	0.267616	0.920036
LA_0017	LA_E_2222270	4.785375	7.197622	0.204141	0.931666
LA_0039	LA_E_6873356	4.369657	6.407856	0.189263	0.933609
LA_0047	LA_E_2025487	5.522600	7.567340	0.278165	0.861754
LA_0026	LA_E_9362104	4.846529	6.670066	0.245962	0.912573
LA_0009	LA_E_7862687	3.963357	6.179027	0.174157	0.649752
LA_0017	LA_E_5318552	4.757792	6.533700	0.218584	0.836209
LA_0043	LA_E_9777016	5.291915	7.560845	0.361453	0.883001
LA_0027	LA_E_1978236	5.265466	6.882539	0.341747	0.890127
LA_0009	LA_E_9480739	3.813606	6.222463	0.256927	0.908119
LA_0031	LA_E_3551532	4.830169	7.148062	0.337634	0.858573
LA_0047	LA_E_3715131	3.862358	5.872516	0.348870	0.875235
LA_0027	LA_E_5049397	5.748662	7.470577	0.206316	0.813148
LA_0045	LA_E_3704118	6.267560	8.000952	0.395234	0.911130
LA_0017	LA_E_2456681	4.643848	7.014047	0.397683	0.910793
LA_0015	LA_E_9082970	6.088820	7.797573	0.210627	0.932285
LA_0016	LA_E_7218987	3.868634	6.362268	0.246078	0.877427
LA_0044	LA_E_7769419	4.552889	6.534265	0.286254	0.786240
LA_0043	LA_E_2267312	4.994207	6.933497	0.262065	0.922260
LA_0037	LA_E_9630978	4.667544	6.700083	0.367646	0.922684
LA_0041	LA_E_5385777	5.100300	7.306279	0.350876	0.885100
LA_0017	LA_E_3206572	5.255347	6.935515	0.331601	0.861875
LA_0033	LA_E_6152359	5.233599	7.372901	0.405598	0.903546
LA_0037	LA_E_7295579	4.249298	6.389140	0.342376	0.886188
LA_0041	LA_E_3417739	4.940218	6.987999	0.388973	0.798703
LA_0010	LA_E_6712126	5.381998	7.262578	0.305315	0.876661
LA_0022	LA_E_1613408	3.494523	5.688593	0.202694	0.894672
LA_0005	LA_E_5421571	4.432140	6.380876	0.351556	0.914746
LA_0035	LA_E_4407998	5.003216	7.123887	0.253449	0.858961
LA_0034	LA_E_2288596	4.416117	6.375165	0.262229	0.869151
LA_0027	LA_E_3425904	4.155927	6.121052	0.204832	0.833075
LA_0016	LA_E_1540962	4.627994	6.757061	0.188936	0.841432
LA_0027	LA_E_4352922	5.764348	7.528700	0.244680	0.774104
LA_0039	LA_E_1715585	5.699845	7.708461	0.282391	0.862471
LA_0018	LA_E_8563944	4.957429	7.004150	0.275647	0.904157
LA_0016	LA_E_8547733	5.662696	7.441078	0.306456	0.871485
LA_0016	LA_E_2896889	5.198157	7.460337	0.375712	0.870235
LA_0017	LA_E_5928848	4.771017	7.056115	0.345906	0.838679
LA_0022	LA_E_4376357	4.955151	7.268399	0.275151	0.933203
LA_0023	LA_E_8563944	4.957429	7.018034	0.103993	0.907700
LA_0007	LA_E_1010349	6.324980	7.896159	0.338449	0.839890
LA_0037	LA_E_9667786	3.424803	6.082011	0.297187	0.929231
LA_0009	LA_E_1819595	4.484588	6.456214	0.289911	0.877169
LA_0045	LA_E_6346117	5.563911	7.453631	0.258468	0.892938
LA_0027	LA_E_4856684	3.200748	6.753485	0.209962	0.787761
LA_0036	LA_E_7455353	5.495021	7.416489	0.255777	0.888515
LA_0031	LA_E_2714189	4.415851	6.609667	0.308696	0.900967
LA_0010	LA_E_4218432	3.702054	5.990514	0.297855	0.912258
LA_0045	LA_E_2514376	4.805399	7.158128	0.241297	0.916342
LA_0004	LA_E_3306877	3.994435	6.192899	0.300222	0.864785
LA_0045	LA_E_4352922	5.764348	7.517907	0.204696	0.816125
LA_0016	LA_E_2724873	4.742381	6.461075	0.323187	0.834875
LA_0025	LA_E_3246059	4.742889	7.140220	0.146749	0.785032
LA_0007	LA_E_3527138	5.394623	7.260698	0.233216	0.902964
LA_0037	LA_E_6873356	4.369657	6.394158	0.351848	0.898300
LA_0013	LA_E_6500771	5.980632	7.555415	0.350220	0.823697
LA_0027	LA_E_5899892	5.495009	7.059003	0.249117	0.804272
LA_0022	LA_E_2097092	5.365342	7.294763	0.196132	0.783462
LA_0021	LA_E_3775722	5.325156	7.306309	0.157027	0.865210
LA_0018	LA_E_5588661	4.621935	6.457035	0.288185	0.871074
LA_0043	LA_E_4325150	4.619109	6.824098	0.272346	0.917731
LA_0043	LA_E_4479083	4.731271	6.672505	0.365768	0.903968
LA_0007	LA_E_8601887	6.918794	8.342032	0.223748	0.904358
LA_0037	LA_E_5376768	3.372945	6.264382	0.380907	0.887078
LA_0034	LA_E_8146949	4.684421	6.804774	0.304412	0.892340
LA_0011	LA_E_1357326	3.269380	6.293392	0.354303	0.907343
LA_0026	LA_E_4352922	5.764348	7.551724	0.220203	0.772342
LA_0045	LA_E_5668603	5.264411	7.561180	0.237788	0.917810
LA_0025	LA_E_1174819	4.099236	6.713483	0.198044	0.869338
LA_0031	LA_E_5329393	2.533219	5.377875	0.372260	0.875055
LA_0023	LA_E_7721272	4.566649	6.828580	0.281930	0.849009
LA_0039	LA_E_7386758	3.517774	5.706304	0.272617	0.920528
LA_0004	LA_E_5901444	5.105142	7.050772	0.224265	0.880295
LA_0006	LA_E_9005251	3.632841	6.617172	0.256612	0.920238
LA_0009	LA_E_1046597	5.750934	7.620811	0.373329	0.930269
LA_0011	LA_E_2458204	6.793076	8.214100	0.318223	0.915997
LA_0037	LA_E_7673185	3.603709	6.005754	0.302170	0.805240
LA_0027	LA_E_7397434	5.042180	6.828571	0.290213	0.888240
LA_0045	LA_E_8792884	6.233846	7.909579	0.317778	0.916535
LA_0010	LA_E_1053797	5.576804	7.580912	0.193219	0.879146
LA_0027	LA_E_1301756	4.394894	6.052563	0.376322	0.831443
LA_0010	LA_E_3471461	4.797155	7.147465	0.214161	0.915606
LA_0045	LA_E_7434509	0.951868	-3.658077	0.110081	0.779137
LA_0042	LA_E_7487309	5.814160	7.781654	0.246253	0.889475
LA_0031	LA_E_5744054	4.065431	6.837382	0.429994	0.906511
LA_0009	LA_E_7108280	3.879994	5.805131	0.277357	0.823159
LA_0019	LA_E_7620884	5.594728	7.358097	0.429699	0.954366
LA_0010	LA_E_8131218	5.501874	7.457465	0.181557	0.881949
LA_0011	LA_E_9847129	6.096159	7.824206	0.365257	0.846972
LA_0042	LA_E_5361943	3.432204	6.243226	0.239626	0.887195
LA_0035	LA_E_4712931	4.837832	6.873217	0.230618	0.894191
LA_0022	LA_E_4056939	3.760932	6.189070	0.229204	0.884859
LA_0016	LA_E_7661561	5.686981	7.348154	0.310743	0.954133
LA_0043	LA_E_2456681	4.643848	7.010311	0.352169	0.879257
LA_0037	LA_E_5667435	4.887215	7.510083	0.191115	0.912521
LA_0001	LA_E_3419023	6.299922	7.960587	0.413438	0.903282
LA_0016	LA_E_6217699	3.388017	5.497358	0.335418	0.883803
LA_0035	LA_E_6409898	4.521643	6.783100	0.253836	0.864214
LA_0041	LA_E_6723208	4.161312	6.393397	0.292854	0.936686
LA_0009	LA_E_3154071	5.565289	7.257559	0.300312	0.823083
LA_0009	LA_E_6413429	4.276865	6.818982	0.185272	0.883233
LA_0037	LA_E_6385327	5.340616	7.427974	0.252850	0.881207
LA_0042	LA_E_3190451	3.290773	5.816248	0.192226	0.782234
LA_0036	LA_E_6786709	4.314790	6.369213	0.320159	0.847146
LA_0018	LA_E_2458204	6.793076	8.204021	0.293281	0.874870
LA_0043	LA_E_3577705	4.835994	6.784032	0.380959	0.920252
LA_0016	LA_E_2172964	4.420670	6.541313	0.257266	0.744367
LA_0045	LA_E_7694653	5.697033	7.652960	0.268126	0.933106
LA_0013	LA_E_8118874	4.667793	6.555834	0.388373	0.890353
LA_0016	LA_E_1768192	4.557682	7.038107	0.344689	0.906461
LA_0032	LA_E_8590847	5.451711	7.242532	0.240328	0.943202
LA_0017	LA_E_1603570	4.933097	7.214880	0.319030	0.905742
LA_0037	LA_E_4517012	5.043798	7.149815	0.263654	0.913197
LA_0034	LA_E_3085516	2.378317	4.822340	0.206849	0.846771
LA_0039	LA_E_1499507	4.919976	7.219776	0.299798	0.922721
LA_0027	LA_E_4409988	5.027088	6.629216	0.361628	0.863706
LA_0023	LA_E_9741585	5.932078	7.732128	0.268799	0.919279
LA_0034	LA_E_1567330	3.697753	5.979929	0.321011	0.915810
LA_0018	LA_E_2854126	4.593387	7.060313	0.480223	0.909068
LA_0042	LA_E_6754038	4.940499	7.132678	0.292198	0.916535
LA_0004	LA_E_6583989	5.013121	7.184457	0.292025	0.884506
LA_0004	LA_E_7706675	4.237051	6.444273	0.307622	0.851449
LA_0019	LA_E_5231295	5.570271	7.444177	0.367137	0.900095
LA_0020	LA_E_7924241	5.916517	7.902581	0.148134	0.869076
LA_0028	LA_E_6414118	3.130791	5.405705	0.312972	0.813371
LA_0004	LA_E_7636373	4.476717	6.824409	0.181478	0.811733
LA_0045	LA_E_5258229	5.996923	7.712752	0.286652	0.894154
LA_0004	LA_E_4049611	5.689743	7.692501	0.256221	0.693189
LA_0036	LA_E_9351726	3.390291	6.036088	0.236366	0.884121
LA_0042	LA_E_5083001	5.674539	7.478669	0.276180	0.881964
LA_0036	LA_E_3497087	3.566362	6.071070	0.223560	0.870212
LA_0043	LA_E_5706857	5.235340	7.279271	0.332585	0.925251
LA_0004	LA_E_4048558	5.602185	7.442553	0.328440	0.867474
LA_0047	LA_E_1721212	5.385598	7.390640	0.286189	0.839280
LA_0041	LA_E_9053445	4.590389	6.756094	0.349351	0.901730
LA_0034	LA_E_9203619	2.801341	6.033524	0.230883	0.848756
LA_0008	LA_E_5322895	4.151692	6.211476	0.399363	0.796601
LA_0042	LA_E_2532139	3.001250	5.698934	0.312946	0.924795
LA_0028	LA_E_5593955	5.197258	7.074190	0.349569	0.938921
LA_0017	LA_E_1644905	4.759518	6.625436	0.261636	0.752862
LA_0004	LA_E_9020394	4.778170	7.178272	0.194294	0.847334
LA_0038	LA_E_2987280	5.144565	7.019869	0.256978	0.859930
LA_0017	LA_E_5810015	5.357998	7.511224	0.177109	0.827352
LA_0018	LA_E_5384156	6.535794	8.032701	0.304848	0.863826
LA_0014	LA_E_7970060	4.787605	6.766637	0.361369	0.729127
