utt1	utt2	cm_before	cm_after	asv_before	asv_after
LA_0026	LA_E_5047880	6.215422	5.875419	0.202897	0.949490
LA_0019	LA_E_6584821	6.007478	5.808331	0.135114	0.966389
LA_0031	LA_E_8309979	5.966453	5.653222	0.212373	0.959525
LA_0030	LA_E_9438808	6.152403	5.736124	0.323816	0.969617
LA_0045	LA_E_6385327	5.977988	5.699305	0.166266	0.970180
LA_0045	LA_E_9848915	6.328830	6.062206	0.204410	0.972331
LA_0041	LA_E_1644908	5.918551	5.724211	0.050088	0.965553
LA_0009	LA_E_8183187	6.248770	5.621731	0.147870	0.959755
LA_0013	LA_E_4103863	5.833566	5.861783	0.304094	0.938595
LA_0043	LA_E_8388654	6.039109	5.698030	0.257136	0.952379
LA_0036	LA_E_9219334	5.780338	5.533939	0.297703	0.951516
LA_0043	LA_E_9641502	6.301359	5.880112	0.238351	0.967706
LA_0001	LA_E_6163703	5.883965	4.976732	0.332709	0.962977
LA_0036	LA_E_8151959	6.156921	5.769176	0.195797	0.960865
LA_0004	LA_E_6601144	5.863744	5.638506	0.092323	0.953724
LA_0035	LA_E_5479419	6.013765	5.939979	0.299174	0.962705
LA_0017	LA_E_6700890	6.159208	6.210351	0.278441	0.957935
LA_0028	LA_E_3233085	5.552996	5.238325	0.158343	0.960056
LA_0041	LA_E_4409988	5.959397	5.155060	0.232863	0.967033
LA_0039	LA_E_7092577	6.005726	5.629630	0.231706	0.962154
LA_0043	LA_E_3466694	6.273182	5.896151	0.333164	0.951959
LA_0039	LA_E_5667435	5.816525	5.750862	0.349571	0.960424
LA_0045	LA_E_9882420	5.938583	5.831265	0.197831	0.963665
LA_0037	LA_E_6227078	5.814979	5.183221	0.195376	0.969283
LA_0041	LA_E_1478219	6.019012	5.386417	0.174056	0.941722
LA_0002	LA_E_5054757	6.442132	6.035616	0.187941	0.973335
LA_0041	LA_E_1567330	5.868548	5.329711	0.141210	0.966940
LA_0039	LA_E_5625513	5.870858	5.720422	0.146257	0.974210
LA_0034	LA_E_6982823	5.622774	5.719234	0.277884	0.945314
LA_0048	LA_E_6589247	5.535551	5.509945	0.271743	0.946383
LA_0045	LA_E_5196059	5.980740	5.986250	0.244371	0.972888
LA_0016	LA_E_2660052	6.078014	5.688914	0.079033	0.973513
LA_0045	LA_E_6237116	6.533828	6.249375	0.315501	0.967992
LA_0043	LA_E_1180334	6.088227	5.667624	0.287071	0.959587
LA_0018	LA_E_6336673	6.053807	5.814276	0.443276	0.956352
LA_0007	LA_E_2232644	6.289684	6.017565	0.247236	0.963094
LA_0015	LA_E_3246561	6.298014	6.076616	0.104048	0.969467
LA_0016	LA_E_1121844	6.085436	5.756562	0.268347	0.969998
LA_0034	LA_E_6346117	6.504882	6.253513	0.293133	0.968759
LA_0043	LA_E_5296134	6.042970	5.675177	0.299355	0.950711
LA_0001	LA_E_1173407	5.933594	5.993327	0.198402	0.945575
LA_0042	LA_E_5903059	6.094370	6.063647	0.288049	0.966923
LA_0034	LA_E_2041982	6.142266	5.793098	0.279886	0.956893
LA_0031	LA_E_5108121	5.989035	5.710994	0.233048	0.981887
LA_0008	LA_E_5625513	5.870858	5.727789	0.242981	0.965541
LA_0035	LA_E_1373332	5.954067	5.815108	0.237587	0.952533
LA_0009	LA_E_4691178	5.874273	5.536176	0.202081	0.958206
LA_0036	LA_E_6802463	5.896481	5.834528	0.290031	0.948367
LA_0008	LA_E_6826899	6.331647	6.083405	0.177385	0.972119
LA_0037	LA_E_7955349	6.246908	6.143554	0.335214	0.962786
LA_0010	LA_E_4484865	5.084508	4.393291	0.216799	0.967727
LA_0035	LA_E_8786056	5.904277	5.419181	0.219143	0.953994
LA_0004	LA_E_3572990	5.803145	5.854038	0.295255	0.943733
LA_0001	LA_E_7010243	6.336101	5.776991	0.284283	0.973355
LA_0023	LA_E_6017356	6.019198	5.758161	0.147377	0.943070
LA_0025	LA_E_2240603	6.125496	5.985700	0.099553	0.967294
LA_0016	LA_E_8672894	6.366686	6.260650	0.265422	0.969794
LA_0018	LA_E_9318500	6.204659	5.466891	0.298634	0.968119
LA_0043	LA_E_3822402	6.285519	5.742450	0.223143	0.958735
LA_0039	LA_E_8169597	6.417088	6.012177	0.288001	0.968017
LA_0017	LA_E_2222270	6.510851	6.205771	0.249777	0.960512
LA_0039	LA_E_6873356	5.652803	4.000552	0.170681	0.980130
LA_0047	LA_E_2025487	6.126920	5.876924	0.124724	0.960526
LA_0026	LA_E_9362104	6.018758	5.689380	0.238659	0.970838
LA_0009	LA_E_7862687	5.960294	5.731613	0.135818	0.965907
LA_0017	LA_E_5318552	6.271271	5.719331	0.248503	0.966063
LA_0043	LA_E_9777016	6.139984	5.826638	0.296716	0.952654
LA_0027	LA_E_1978236	6.050845	5.878137	0.250134	0.973384
LA_0009	LA_E_9480739	6.135283	5.964149	0.206175	0.954880
LA_0031	LA_E_3551532	6.158280	5.895538	0.254555	0.969354
LA_0047	LA_E_3715131	5.245144	5.451175	0.348284	0.949546
LA_0027	LA_E_5049397	6.438218	6.223704	0.216772	0.959465
LA_0045	LA_E_3704118	6.400801	6.282421	0.303066	0.966559
LA_0017	LA_E_2456681	6.094885	5.879678	0.203680	0.969534
LA_0015	LA_E_9082970	6.212625	6.041023	0.235796	0.951667
LA_0016	LA_E_7218987	6.102642	6.037826	0.065566	0.949786
LA_0044	LA_E_7769419	5.384804	4.765198	0.250902	0.969921
LA_0043	LA_E_2267312	5.599077	5.010842	0.145008	0.968430
LA_0037	LA_E_9630978	6.323189	6.084787	0.299553	0.965203
LA_0041	LA_E_5385777	5.623046	5.377979	0.318298	0.973250
LA_0017	LA_E_3206572	6.424969	5.941077	0.167356	0.971595
LA_0033	LA_E_6152359	5.539860	5.061801	0.337838	0.971976
LA_0037	LA_E_7295579	4.959955	3.790825	0.306253	0.957688
LA_0041	LA_E_3417739	5.998095	5.677523	0.338590	0.968471
LA_0010	LA_E_6712126	6.030588	5.572925	0.215384	0.972125
LA_0022	LA_E_1613408	5.952629	5.744465	0.106503	0.958799
LA_0005	LA_E_5421571	6.408051	5.824148	0.238673	0.946624
LA_0035	LA_E_4407998	6.076273	5.742629	0.155630	0.930884
LA_0034	LA_E_2288596	5.689251	4.745444	0.166670	0.960360
LA_0027	LA_E_3425904	6.196429	5.852774	0.206906	0.963819
LA_0016	LA_E_1540962	6.269091	5.532105	0.104748	0.961731
LA_0027	LA_E_4352922	6.589682	6.142696	0.221214	0.973843
LA_0039	LA_E_1715585	6.230258	6.079484	0.160255	0.971887
LA_0018	LA_E_8563944	6.077277	6.068573	0.287788	0.963866
LA_0016	LA_E_8547733	5.686225	5.767942	0.126245	0.960313
LA_0016	LA_E_2896889	6.279119	6.049637	0.222101	0.972761
LA_0017	LA_E_5928848	6.140696	5.698931	0.358397	0.956277
LA_0022	LA_E_4376357	6.128639	6.136131	0.157087	0.956994
LA_0023	LA_E_8563944	6.077277	5.855914	0.177498	0.975020
LA_0007	LA_E_1010349	6.255440	5.575562	0.343833	0.953060
LA_0037	LA_E_9667786	6.289331	5.914176	0.353514	0.960787
LA_0009	LA_E_1819595	5.626957	5.464051	0.162285	0.955576
LA_0045	LA_E_6346117	6.504882	6.031690	0.197513	0.965606
LA_0027	LA_E_4856684	5.883228	5.842807	0.209247	0.943924
LA_0036	LA_E_7455353	5.987572	5.908689	0.291107	0.945411
LA_0031	LA_E_2714189	6.329946	5.787894	0.157339	0.980101
LA_0010	LA_E_4218432	5.779537	5.436619	0.221326	0.963933
LA_0045	LA_E_2514376	5.996896	6.075665	0.293326	0.962958
LA_0004	LA_E_3306877	5.724100	5.099218	0.181568	0.955409
LA_0045	LA_E_4352922	6.589682	6.264397	0.200936	0.973753
LA_0016	LA_E_2724873	5.096128	3.055918	0.138691	0.969113
LA_0025	LA_E_3246059	5.962335	5.448216	0.130668	0.957542
LA_0007	LA_E_3527138	6.652676	6.199841	0.253515	0.957878
LA_0037	LA_E_6873356	5.652803	4.720724	0.210910	0.957542
LA_0013	LA_E_6500771	6.257715	5.814043	0.237954	0.958458
LA_0027	LA_E_5899892	6.275688	5.908695	0.226605	0.971478
LA_0022	LA_E_2097092	5.914764	5.651331	0.198996	0.961969
LA_0021	LA_E_3775722	5.831135	5.906665	0.121308	0.955546
LA_0018	LA_E_5588661	6.407807	5.948991	0.291247	0.944056
LA_0043	LA_E_4325150	5.894443	5.302275	0.296386	0.959630
LA_0043	LA_E_4479083	6.349959	5.757099	0.299418	0.960701
LA_0007	LA_E_8601887	5.879272	5.886343	0.178375	0.958494
LA_0037	LA_E_5376768	6.159697	5.992136	0.246405	0.951412
LA_0034	LA_E_8146949	5.291011	4.216039	0.145106	0.957552
LA_0011	LA_E_1357326	5.997893	5.831800	0.352414	0.977139
LA_0026	LA_E_4352922	6.589682	6.257453	0.173274	0.959110
LA_0045	LA_E_5668603	6.375387	6.038260	0.206306	0.971973
LA_0025	LA_E_1174819	5.986142	5.960814	0.218350	0.969118
LA_0031	LA_E_5329393	5.356219	5.279275	0.268407	0.969042
LA_0023	LA_E_7721272	5.888206	5.585745	0.317261	0.967885
LA_0039	LA_E_7386758	6.340647	6.025345	0.378613	0.969757
LA_0004	LA_E_5901444	5.985542	5.680558	0.117513	0.951051
LA_0006	LA_E_9005251	6.051210	5.885304	0.334069	0.954404
LA_0009	LA_E_1046597	6.282696	6.079534	0.275187	0.972115
LA_0011	LA_E_2458204	6.469676	5.783607	0.377712	0.963315
LA_0037	LA_E_7673185	6.001072	5.435037	0.280013	0.982178
LA_0027	LA_E_7397434	5.310363	4.444274	0.293030	0.970184
LA_0045	LA_E_8792884	6.406097	6.063720	0.308732	0.974954
LA_0010	LA_E_1053797	5.749687	5.700683	0.106208	0.951360
LA_0027	LA_E_1301756	5.432336	4.599123	0.315354	0.963945
LA_0010	LA_E_3471461	6.244245	5.917702	0.222856	0.963585
LA_0045	LA_E_7434509	5.704199	5.329741	0.130620	0.946724
LA_0042	LA_E_7487309	5.882317	5.397283	0.298458	0.957551
LA_0031	LA_E_5744054	6.224318	5.881025	0.275798	0.971046
LA_0009	LA_E_7108280	5.962952	5.355038	0.314969	0.966242
LA_0019	LA_E_7620884	6.358159	6.199498	0.255022	0.969818
LA_0010	LA_E_8131218	5.975936	5.515851	0.165548	0.965583
LA_0011	LA_E_9847129	6.156887	5.687534	0.371395	0.971878
LA_0042	LA_E_5361943	6.309877	6.173335	0.176780	0.962026
LA_0035	LA_E_4712931	6.028831	5.994453	0.205890	0.949193
LA_0022	LA_E_4056939	5.752636	5.671003	0.229175	0.961170
LA_0016	LA_E_7661561	6.316916	5.970803	0.272476	0.969159
LA_0043	LA_E_2456681	6.094885	6.078314	0.281599	0.968785
LA_0037	LA_E_5667435	5.816525	5.783793	0.115900	0.961687
LA_0001	LA_E_3419023	6.405467	5.841373	0.233571	0.955574
LA_0016	LA_E_6217699	5.786126	5.588689	0.181321	0.956671
LA_0035	LA_E_6409898	6.191971	6.042649	0.246339	0.948132
LA_0041	LA_E_6723208	5.894334	5.400096	0.264717	0.968723
LA_0009	LA_E_3154071	5.750883	5.576187	0.195956	0.972297
LA_0009	LA_E_6413429	5.821893	5.811184	0.219266	0.968727
LA_0037	LA_E_6385327	5.977988	5.218992	0.206064	0.966269
LA_0042	LA_E_3190451	5.577523	5.794535	0.214618	0.955302
LA_0036	LA_E_6786709	6.147933	5.602195	0.279217	0.971284
LA_0018	LA_E_2458204	6.469676	5.910995	0.302377	0.965266
LA_0043	LA_E_3577705	6.112134	5.841942	0.288040	0.964493
LA_0016	LA_E_2172964	6.009192	5.799055	0.232759	0.956939
LA_0045	LA_E_7694653	6.415293	6.175133	0.213113	0.969256
LA_0013	LA_E_8118874	6.227235	5.883029	0.279942	0.961304
LA_0016	LA_E_1768192	6.241110	5.772993	0.301221	0.942317
LA_0032	LA_E_8590847	6.496218	6.153488	0.293072	0.971531
LA_0017	LA_E_1603570	6.299885	5.635144	0.236244	0.971240
LA_0037	LA_E_4517012	5.796280	5.232796	0.180108	0.973831
LA_0034	LA_E_3085516	5.743523	5.325871	0.193042	0.933892
LA_0039	LA_E_1499507	6.275995	6.096597	0.277615	0.965924
LA_0027	LA_E_4409988	5.959397	5.254951	0.365153	0.968696
LA_0023	LA_E_9741585	5.998424	5.887722	0.215480	0.946011
LA_0034	LA_E_1567330	5.868548	5.687932	0.182309	0.967283
LA_0018	LA_E_2854126	5.837181	5.482813	0.420546	0.966550
LA_0042	LA_E_6754038	5.773610	5.583392	0.271487	0.954592
LA_0004	LA_E_6583989	6.059142	5.669550	0.157505	0.953194
LA_0004	LA_E_7706675	6.019732	5.591706	0.133231	0.956437
LA_0019	LA_E_5231295	6.147387	5.851308	0.226723	0.958489
LA_0020	LA_E_7924241	6.031200	5.817241	0.056030	0.949819
LA_0028	LA_E_6414118	6.043751	5.883020	0.255986	0.959406
LA_0004	LA_E_7636373	5.697236	5.476815	0.136646	0.952506
LA_0045	LA_E_5258229	5.887732	6.007724	0.297826	0.967991
LA_0004	LA_E_4049611	6.020120	5.789586	0.356099	0.930205
LA_0036	LA_E_9351726	6.164459	6.216573	0.212452	0.947502
LA_0042	LA_E_5083001	6.303809	6.058620	0.194264	0.961983
LA_0036	LA_E_3497087	5.945972	5.786380	0.195192	0.960734
LA_0043	LA_E_5706857	6.118992	5.713123	0.309479	0.952767
LA_0004	LA_E_4048558	5.679284	4.574783	0.168242	0.950501
LA_0047	LA_E_1721212	6.101461	5.911404	0.219074	0.974882
LA_0041	LA_E_9053445	5.720677	5.307551	0.252147	0.967260
LA_0034	LA_E_9203619	5.866357	5.741611	0.212503	0.953871
LA_0008	LA_E_5322895	5.638326	5.165421	0.296792	0.971880
LA_0042	LA_E_2532139	5.531581	5.029172	0.328023	0.957137
LA_0028	LA_E_5593955	5.776650	5.513418	0.325079	0.954238
LA_0017	LA_E_1644905	6.205156	5.850723	0.236218	0.958236
LA_0004	LA_E_9020394	6.063021	5.700202	0.162524	0.943313
LA_0038	LA_E_2987280	5.997094	5.880368	0.263297	0.952903
LA_0017	LA_E_5810015	6.355102	6.217849	0.174275	0.959705
LA_0018	LA_E_5384156	6.227426	5.965795	0.258714	0.960654
LA_0014	LA_E_7970060	5.958704	5.813827	0.322778	0.940386
LA_0004	LA_E_2621295	6.210918	5.960946	0.041609	0.948860
LA_0041	LA_E_2544206	6.269827	5.880714	0.316840	0.963514
LA_0017	LA_E_6433877	6.270405	5.766605	0.301138	0.961416
LA_0025	LA_E_3480966	6.076688	5.666612	0.205095	0.969392
LA_0009	LA_E_4596132	5.630967	5.366229	0.170037	0.976200
LA_0009	LA_E_2748855	6.171666	6.036726	0.348397	0.966695
LA_0031	LA_E_5362271	5.888836	5.624693	0.174112	0.966648
LA_0031	LA_E_1211932	6.137115	5.821357	0.286159	0.976358
