utt1	utt2	cm_before	cm_after	asv_before	asv_after
LA_0026	LA_E_5047880	-1.712376	2.984192	0.217242	0.813820
LA_0019	LA_E_6584821	-1.988810	3.521943	0.412065	0.933689
LA_0031	LA_E_8309979	-6.239678	-2.518685	0.297242	0.858488
LA_0030	LA_E_9438808	-4.045251	1.971069	0.362749	0.856402
LA_0045	LA_E_6385327	-3.599019	3.744733	0.216911	0.923493
LA_0045	LA_E_9848915	-5.558218	1.841480	0.263819	0.951156
LA_0041	LA_E_1644908	-2.761112	1.956384	0.200687	0.912309
LA_0009	LA_E_8183187	-3.242725	2.429112	0.313594	0.922496
LA_0013	LA_E_4103863	-4.135292	0.069758	0.453571	0.883649
LA_0043	LA_E_8388654	-3.890587	2.525465	0.327689	0.821354
LA_0036	LA_E_9219334	-4.391375	-0.666655	0.463528	0.894610
LA_0043	LA_E_9641502	-4.124468	2.448816	0.326178	0.871408
LA_0001	LA_E_6163703	-4.859060	-0.727688	0.399705	0.844058
LA_0036	LA_E_8151959	-2.451279	2.398777	0.207252	0.838935
LA_0004	LA_E_6601144	-1.084678	3.018215	0.172051	0.880803
LA_0035	LA_E_5479419	0.931741	2.334511	0.279079	0.925772
LA_0017	LA_E_6700890	-2.818118	3.770860	0.284084	0.903362
LA_0028	LA_E_3233085	-4.423554	1.733632	0.174345	0.834566
LA_0041	LA_E_4409988	-2.950831	2.254890	0.334612	0.904565
LA_0039	LA_E_7092577	-4.371726	2.539405	0.347373	0.816739
LA_0043	LA_E_3466694	-2.504952	2.738459	0.404660	0.926025
LA_0039	LA_E_5667435	-2.515789	2.094725	0.291399	0.899116
LA_0045	LA_E_9882420	-4.460246	2.236298	0.233212	0.877891
LA_0037	LA_E_6227078	-3.419926	-0.590752	0.313077	0.915217
LA_0041	LA_E_1478219	-2.794044	0.169737	0.264721	0.804194
LA_0002	LA_E_5054757	-3.795828	2.894784	0.235403	0.929910
LA_0041	LA_E_1567330	-6.073560	3.234332	0.213389	0.910568
LA_0039	LA_E_5625513	3.107955	3.125878	0.254840	0.853753
LA_0034	LA_E_6982823	-2.733377	2.435616	0.247902	0.865941
LA_0048	LA_E_6589247	-4.258268	-0.958267	0.398291	0.915811
LA_0045	LA_E_5196059	-2.986708	1.762711	0.270011	0.948860
LA_0016	LA_E_2660052	-2.694202	2.501791	0.227252	0.960550
LA_0045	LA_E_6237116	-4.085708	3.143521	0.280443	0.891951
LA_0043	LA_E_1180334	-6.081303	0.259714	0.365958	0.884589
LA_0018	LA_E_6336673	-2.611744	2.902599	0.404576	0.918464
LA_0007	LA_E_2232644	-2.742301	2.428038	0.313199	0.915171
LA_0015	LA_E_3246561	-4.281050	3.266479	0.164124	0.915684
LA_0016	LA_E_1121844	-5.217697	-2.422954	0.377371	0.843594
LA_0034	LA_E_6346117	-5.646995	1.909589	0.317784	0.818169
LA_0043	LA_E_5296134	-4.414659	2.838402	0.232288	0.854056
LA_0001	LA_E_1173407	-4.937397	0.907339	0.316144	0.928616
LA_0042	LA_E_5903059	-3.377330	3.000226	0.353788	0.895849
LA_0034	LA_E_2041982	-1.599282	2.516239	0.380904	0.819344
LA_0031	LA_E_5108121	-3.798729	2.218489	0.299739	0.872241
LA_0008	LA_E_5625513	3.107955	3.100811	0.199540	0.865532
LA_0035	LA_E_1373332	-3.620338	2.982272	0.235691	0.832029
LA_0009	LA_E_4691178	-4.847897	3.028764	0.361818	0.931154
LA_0036	LA_E_6802463	-0.739056	2.975289	0.223318	0.822014
LA_0008	LA_E_6826899	-4.509106	2.186477	0.280517	0.948958
LA_0037	LA_E_7955349	-3.143196	0.971949	0.308548	0.887033
LA_0010	LA_E_4484865	-4.735750	2.874511	0.328874	0.888927
LA_0035	LA_E_8786056	-4.234077	0.079780	0.252091	0.868036
LA_0004	LA_E_3572990	-4.879323	-2.530062	0.202019	0.854638
LA_0001	LA_E_7010243	-0.971614	3.022817	0.395116	0.897056
LA_0023	LA_E_6017356	-4.005682	0.420631	0.185025	0.883206
LA_0025	LA_E_2240603	-3.084133	2.975243	0.272561	0.897615
LA_0016	LA_E_8672894	-3.716865	3.046769	0.318532	0.931795
LA_0018	LA_E_9318500	-4.256114	2.164115	0.311104	0.803002
LA_0043	LA_E_3822402	-4.274585	1.940717	0.399107	0.856267
LA_0039	LA_E_8169597	-3.554768	3.161739	0.267616	0.939160
LA_0017	LA_E_2222270	-4.216074	3.145594	0.204141	0.939613
LA_0039	LA_E_6873356	-5.885295	2.772989	0.189263	0.930707
LA_0047	LA_E_2025487	-3.758093	2.533769	0.278165	0.914118
LA_0026	LA_E_9362104	-4.269401	3.202608	0.245962	0.935643
LA_0009	LA_E_7862687	-3.897915	2.415756	0.174157	0.714107
LA_0017	LA_E_5318552	-3.923128	2.723209	0.218584	0.837995
LA_0043	LA_E_9777016	-4.501757	2.945939	0.361453	0.871929
LA_0027	LA_E_1978236	-0.929155	3.342897	0.341747	0.911284
LA_0009	LA_E_9480739	-1.534846	3.359782	0.256927	0.941332
LA_0031	LA_E_3551532	-1.623846	1.707348	0.337634	0.865424
