utt1	utt2	cm_before	cm_after	asv_before	asv_after
LA_0026	LA_E_5047880	-1.712376	3.623418	0.217242	0.883083
LA_0019	LA_E_6584821	-1.988810	3.272171	0.412065	0.962241
LA_0031	LA_E_8309979	-6.239678	3.776077	0.297242	0.967985
LA_0030	LA_E_9438808	-4.045251	3.088056	0.362749	0.933435
LA_0045	LA_E_6385327	-3.599019	3.080230	0.216911	0.958856
LA_0045	LA_E_9848915	-5.558218	3.249628	0.263819	0.959325
LA_0041	LA_E_1644908	-2.761112	1.760974	0.200687	0.953054
LA_0009	LA_E_8183187	-3.242725	3.608960	0.313594	0.952130
LA_0013	LA_E_4103863	-4.135292	1.869325	0.453571	0.939022
LA_0043	LA_E_8388654	-3.890587	3.237449	0.327689	0.964550
LA_0036	LA_E_9219334	-4.391375	2.859318	0.463528	0.942126
LA_0043	LA_E_9641502	-4.124468	2.144055	0.326178	0.960552
LA_0001	LA_E_6163703	-4.859060	1.493255	0.399705	0.970825
LA_0036	LA_E_8151959	-2.451279	1.891428	0.207252	0.932731
LA_0004	LA_E_6601144	-1.084678	3.325281	0.172051	0.947810
LA_0035	LA_E_5479419	0.931741	3.865639	0.279079	0.961400
LA_0017	LA_E_6700890	-2.818118	3.729880	0.284084	0.954819
LA_0028	LA_E_3233085	-4.423554	3.133229	0.174345	0.956506
LA_0041	LA_E_4409988	-2.950831	3.801761	0.334612	0.956578
LA_0039	LA_E_7092577	-4.371726	3.332803	0.347373	0.945865
LA_0043	LA_E_3466694	-2.504952	3.459898	0.404660	0.945301
LA_0039	LA_E_5667435	-2.515789	0.377553	0.291399	0.952386
LA_0045	LA_E_9882420	-4.460246	2.461427	0.233212	0.929694
LA_0037	LA_E_6227078	-3.419926	3.023925	0.313077	0.926179
LA_0041	LA_E_1478219	-2.794044	3.086992	0.264721	0.928348
LA_0002	LA_E_5054757	-3.795828	2.397878	0.235403	0.978167
LA_0041	LA_E_1567330	-6.073560	-0.308940	0.213389	0.968130
LA_0039	LA_E_5625513	3.107955	2.845283	0.254840	0.960144
LA_0034	LA_E_6982823	-2.733377	3.692160	0.247902	0.915232
LA_0048	LA_E_6589247	-4.258268	2.762983	0.398291	0.940130
LA_0045	LA_E_5196059	-2.986708	0.161828	0.270011	0.958562
LA_0016	LA_E_2660052	-2.694202	2.024674	0.227252	0.973876
LA_0045	LA_E_6237116	-4.085708	2.087473	0.280443	0.953738
LA_0043	LA_E_1180334	-6.081303	3.185747	0.365958	0.960630
LA_0018	LA_E_6336673	-2.611744	2.427963	0.404576	0.975938
LA_0007	LA_E_2232644	-2.742301	1.573011	0.313199	0.953114
