utt1	utt2	cm_before	cm_after	asv_before	asv_after
LA_0026	LA_E_5047880	-1.712376	2.995681	0.217242	0.921548
LA_0019	LA_E_6584821	-1.988810	0.515986	0.412065	0.970052
LA_0031	LA_E_8309979	-6.239678	-0.095175	0.297242	0.964828
LA_0030	LA_E_9438808	-4.045251	2.236592	0.362749	0.970020
LA_0045	LA_E_6385327	-3.599019	4.877357	0.216911	0.959613
LA_0045	LA_E_9848915	-5.558218	0.713308	0.263819	0.968121
LA_0041	LA_E_1644908	-2.761112	0.382485	0.200687	0.962720
LA_0009	LA_E_8183187	-3.242725	1.917713	0.313594	0.971027
LA_0013	LA_E_4103863	-4.135292	1.775054	0.453571	0.944599
LA_0043	LA_E_8388654	-3.890587	2.867579	0.327689	0.954845
LA_0036	LA_E_9219334	-4.391375	2.953713	0.463528	0.942722
LA_0043	LA_E_9641502	-4.124468	3.115187	0.326178	0.954068
LA_0001	LA_E_6163703	-4.859060	1.403116	0.399705	0.981537
LA_0036	LA_E_8151959	-2.451279	3.426343	0.207252	0.943215
LA_0004	LA_E_6601144	-1.084678	3.176842	0.172051	0.952523
LA_0035	LA_E_5479419	0.931741	3.930521	0.279079	0.965087
LA_0017	LA_E_6700890	-2.818118	1.272653	0.284084	0.954115
LA_0028	LA_E_3233085	-4.423554	1.570965	0.174345	0.958659
LA_0041	LA_E_4409988	-2.950831	0.025419	0.334612	0.948408
LA_0039	LA_E_7092577	-4.371726	3.421257	0.347373	0.971246
LA_0043	LA_E_3466694	-2.504952	0.943872	0.404660	0.954525
LA_0039	LA_E_5667435	-2.515789	3.126032	0.291399	0.956468
LA_0045	LA_E_9882420	-4.460246	3.121927	0.233212	0.930615
LA_0037	LA_E_6227078	-3.419926	3.309568	0.313077	0.956712
LA_0041	LA_E_1478219	-2.794044	3.075811	0.264721	0.946002
LA_0002	LA_E_5054757	-3.795828	1.872870	0.235403	0.971131
LA_0041	LA_E_1567330	-6.073560	0.226345	0.213389	0.967339
LA_0039	LA_E_5625513	3.107955	1.767577	0.254840	0.969819
LA_0034	LA_E_6982823	-2.733377	3.337017	0.247902	0.925847
LA_0048	LA_E_6589247	-4.258268	2.987023	0.398291	0.954577
LA_0045	LA_E_5196059	-2.986708	-0.637875	0.270011	0.979598
LA_0016	LA_E_2660052	-2.694202	1.463715	0.227252	0.963060
LA_0045	LA_E_6237116	-4.085708	3.591368	0.280443	0.956935
LA_0043	LA_E_1180334	-6.081303	-0.194663	0.365958	0.967587
LA_0018	LA_E_6336673	-2.611744	1.968317	0.404576	0.966137
LA_0007	LA_E_2232644	-2.742301	3.182687	0.313199	0.957465
LA_0015	LA_E_3246561	-4.281050	3.880558	0.164124	0.970546
LA_0016	LA_E_1121844	-5.217697	1.103000	0.377371	0.969012
LA_0034	LA_E_6346117	-5.646995	-0.724189	0.317784	0.941541
LA_0043	LA_E_5296134	-4.414659	3.370101	0.232288	0.919251
LA_0001	LA_E_1173407	-4.937397	-1.585279	0.316144	0.951910
LA_0042	LA_E_5903059	-3.377330	3.189054	0.353788	0.961234
LA_0034	LA_E_2041982	-1.599282	3.445390	0.380904	0.965637
LA_0031	LA_E_5108121	-3.798729	1.454839	0.299739	0.982446
LA_0008	LA_E_5625513	3.107955	2.195668	0.199540	0.958803
LA_0035	LA_E_1373332	-3.620338	3.047632	0.235691	0.943567
LA_0009	LA_E_4691178	-4.847897	3.078447	0.361818	0.952727
LA_0036	LA_E_6802463	-0.739056	3.271105	0.223318	0.932666
LA_0008	LA_E_6826899	-4.509106	3.661902	0.280517	0.973817
LA_0037	LA_E_7955349	-3.143196	2.154418	0.308548	0.961575
LA_0010	LA_E_4484865	-4.735750	1.536490	0.328874	0.970834
LA_0035	LA_E_8786056	-4.234077	3.263326	0.252091	0.938952
LA_0004	LA_E_3572990	-4.879323	3.392548	0.202019	0.930375
LA_0001	LA_E_7010243	-0.971614	3.588266	0.395116	0.959702
LA_0023	LA_E_6017356	-4.005682	1.625126	0.185025	0.939628
LA_0025	LA_E_2240603	-3.084133	3.171309	0.272561	0.949022
LA_0016	LA_E_8672894	-3.716865	3.224575	0.318532	0.965676
LA_0018	LA_E_9318500	-4.256114	3.809766	0.311104	0.969755
LA_0043	LA_E_3822402	-4.274585	3.038068	0.399107	0.941302
LA_0039	LA_E_8169597	-3.554768	-0.328566	0.267616	0.974842
LA_0017	LA_E_2222270	-4.216074	3.707706	0.204141	0.959369
LA_0039	LA_E_6873356	-5.885295	4.682686	0.189263	0.975230
LA_0047	LA_E_2025487	-3.758093	0.656047	0.278165	0.947290
LA_0026	LA_E_9362104	-4.269401	4.221998	0.245962	0.970273
LA_0009	LA_E_7862687	-3.897915	1.702836	0.174157	0.970142
LA_0017	LA_E_5318552	-3.923128	3.027021	0.218584	0.964089
LA_0043	LA_E_9777016	-4.501757	3.431389	0.361453	0.947837
LA_0027	LA_E_1978236	-0.929155	3.031295	0.341747	0.972566
LA_0009	LA_E_9480739	-1.534846	2.925047	0.256927	0.964991
LA_0031	LA_E_3551532	-1.623846	3.430214	0.337634	0.962222
