utt1	utt2	cm_before	cm_after	asv_before	asv_after
LA_0026	LA_E_5047880	6.215422	7.376029	0.202897	0.931462
LA_0019	LA_E_6584821	6.007478	7.553786	0.135114	0.971653
LA_0031	LA_E_8309979	5.966453	7.644078	0.212373	0.966869
LA_0030	LA_E_9438808	6.152403	7.436103	0.323816	0.971470
LA_0045	LA_E_6385327	5.977988	7.502939	0.166266	0.959298
LA_0045	LA_E_9848915	6.328830	7.913703	0.204410	0.969187
LA_0041	LA_E_1644908	5.918551	7.626096	0.050088	0.959657
LA_0009	LA_E_8183187	6.248770	7.377167	0.147870	0.964160
LA_0013	LA_E_4103863	5.833566	7.279656	0.304094	0.943988
LA_0043	LA_E_8388654	6.039109	7.716772	0.257136	0.952429
LA_0036	LA_E_9219334	5.780338	6.964316	0.297703	0.948295
LA_0043	LA_E_9641502	6.301359	7.240231	0.238351	0.953561
LA_0001	LA_E_6163703	5.883965	7.551712	0.332709	0.963262
LA_0036	LA_E_8151959	6.156921	7.565627	0.195797	0.953631
LA_0004	LA_E_6601144	5.863744	7.296189	0.092323	0.941885
LA_0035	LA_E_5479419	6.013765	7.804589	0.299174	0.963904
LA_0017	LA_E_6700890	6.159208	7.495745	0.278441	0.965299
LA_0028	LA_E_3233085	5.552996	7.242079	0.158343	0.962640
LA_0041	LA_E_4409988	5.959397	7.588231	0.232863	0.964984
LA_0039	LA_E_7092577	6.005726	7.217220	0.231706	0.973637
LA_0043	LA_E_3466694	6.273182	7.504387	0.333164	0.948745
LA_0039	LA_E_5667435	5.816525	7.516938	0.349571	0.962966
LA_0045	LA_E_9882420	5.938583	7.271515	0.197831	0.960885
LA_0037	LA_E_6227078	5.814979	7.154485	0.195376	0.955393
LA_0041	LA_E_1478219	6.019012	7.044094	0.174056	0.931030
LA_0002	LA_E_5054757	6.442132	7.445346	0.187941	0.970054
LA_0041	LA_E_1567330	5.868548	7.804432	0.141210	0.960070
LA_0039	LA_E_5625513	5.870858	7.348458	0.146257	0.965415
LA_0034	LA_E_6982823	5.622774	7.382974	0.277884	0.940884
LA_0048	LA_E_6589247	5.535551	7.040486	0.271743	0.940580
LA_0045	LA_E_5196059	5.980740	7.718132	0.244371	0.968048
LA_0016	LA_E_2660052	6.078014	7.474885	0.079033	0.964906
LA_0045	LA_E_6237116	6.533828	7.680941	0.315501	0.961295
LA_0043	LA_E_1180334	6.088227	7.808983	0.287071	0.967607
LA_0018	LA_E_6336673	6.053807	7.386509	0.443276	0.951777
LA_0007	LA_E_2232644	6.289684	7.667595	0.247236	0.964403
LA_0015	LA_E_3246561	6.298014	7.674823	0.104048	0.971793
LA_0016	LA_E_1121844	6.085436	7.513364	0.268347	0.969460
LA_0034	LA_E_6346117	6.504882	7.792698	0.293133	0.950731
LA_0043	LA_E_5296134	6.042970	7.406899	0.299355	0.950067
LA_0001	LA_E_1173407	5.933594	7.738041	0.198402	0.946887
LA_0042	LA_E_5903059	6.094370	7.878557	0.288049	0.957228
LA_0034	LA_E_2041982	6.142266	7.319277	0.279886	0.946219
LA_0031	LA_E_5108121	5.989035	7.461579	0.233048	0.967901
LA_0008	LA_E_5625513	5.870858	7.328362	0.242981	0.962125
LA_0035	LA_E_1373332	5.954067	7.190954	0.237587	0.934263
LA_0009	LA_E_4691178	5.874273	7.534961	0.202081	0.954349
LA_0036	LA_E_6802463	5.896481	7.562979	0.290031	0.937846
LA_0008	LA_E_6826899	6.331647	7.715069	0.177385	0.978780
LA_0037	LA_E_7955349	6.246908	7.434231	0.335214	0.958824
LA_0010	LA_E_4484865	5.084508	7.436316	0.216799	0.964619
LA_0035	LA_E_8786056	5.904277	7.047556	0.219143	0.950584
LA_0004	LA_E_3572990	5.803145	7.427017	0.295255	0.944689
LA_0001	LA_E_7010243	6.336101	7.389930	0.284283	0.964464
LA_0023	LA_E_6017356	6.019198	7.264144	0.147377	0.948272
LA_0025	LA_E_2240603	6.125496	7.527431	0.099553	0.971019
LA_0016	LA_E_8672894	6.366686	7.720245	0.265422	0.959720
LA_0018	LA_E_9318500	6.204659	7.712852	0.298634	0.963825
LA_0043	LA_E_3822402	6.285519	7.259802	0.223143	0.962038
LA_0039	LA_E_8169597	6.417088	7.590271	0.288001	0.969584
LA_0017	LA_E_2222270	6.510851	7.966192	0.249777	0.959286
LA_0039	LA_E_6873356	5.652803	7.699295	0.170681	0.972013
LA_0047	LA_E_2025487	6.126920	7.573142	0.124724	0.953464
LA_0026	LA_E_9362104	6.018758	7.532688	0.238659	0.959126
LA_0009	LA_E_7862687	5.960294	7.346994	0.135818	0.966905
LA_0017	LA_E_5318552	6.271271	7.419682	0.248503	0.960452
LA_0043	LA_E_9777016	6.139984	7.267134	0.296716	0.955038
LA_0027	LA_E_1978236	6.050845	7.571330	0.250134	0.978932
LA_0009	LA_E_9480739	6.135283	7.713466	0.206175	0.963146
LA_0031	LA_E_3551532	6.158280	7.348391	0.254555	0.963153
LA_0047	LA_E_3715131	5.245144	6.941272	0.348284	0.966585
LA_0027	LA_E_5049397	6.438218	7.810976	0.216772	0.962890
LA_0045	LA_E_3704118	6.400801	7.644578	0.303066	0.968216
LA_0017	LA_E_2456681	6.094885	7.504785	0.203680	0.967830
LA_0015	LA_E_9082970	6.212625	7.954029	0.235796	0.961556
LA_0016	LA_E_7218987	6.102642	7.285226	0.065566	0.959123
