utt_id,enroll_id,cosine_score
LA_E_8313072_LA_0042,LA,0.073396
LA_E_8601887_LA_0011,LA,0.060041
LA_E_1806879_LA_0023,LA,0.132312
LA_E_1260738_LA_0022,LA,-0.091438
LA_E_8754553_LA_0005,LA,0.031221
LA_E_8851404_LA_0034,LA,0.392516
LA_E_4587291_LA_0025,LA,0.077230
LA_E_2732113_LA_0026,LA,0.103317
LA_E_4355697_LA_0023,LA,0.135290
LA_E_1311831_LA_0016,LA,0.356762
LA_E_2453283_LA_0013,LA,0.174237
LA_E_4366255_LA_0045,LA,0.336969
LA_E_7006521_LA_0039,LA,0.026713
LA_E_8445080_LA_0031,LA,0.361309
LA_E_7847027_LA_0027,LA,0.253505
LA_E_3190451_LA_0035,LA,0.274201
LA_E_1370474_LA_0001,LA,0.046638
LA_E_3246059_LA_0025,LA,0.069933
LA_E_7536281_LA_0006,LA,0.035917
LA_E_8345978_LA_0045,LA,0.347634
LA_E_1258871_LA_0041,LA,0.183731
LA_E_1541503_LA_0036,LA,0.083919
LA_E_5500628_LA_0039,LA,0.036966
LA_E_7700685_LA_0043,LA,0.146211
LA_E_3213350_LA_0009,LA,0.146823
LA_E_3429507_LA_0031,LA,0.370691
LA_E_5624940_LA_0026,LA,0.085461
LA_E_9422097_LA_0001,LA,0.073469
LA_E_5296134_LA_0037,LA,0.083800
LA_E_9301504_LA_0023,LA,0.144780
LA_E_7037148_LA_0032,LA,0.048513
LA_E_2097092_LA_0022,LA,-0.098925
LA_E_1852684_LA_0030,LA,0.106632
LA_E_4376357_LA_0004,LA,0.212887
LA_E_8560629_LA_0009,LA,0.104263
LA_E_9669170_LA_0022,LA,-0.104847
LA_E_3576786_LA_0044,LA,0.216826
LA_E_7705713_LA_0002,LA,0.135667
LA_E_4333311_LA_0017,LA,0.376490
LA_E_6066881_LA_0018,LA,0.027725
LA_E_2872448_LA_0031,LA,0.304816
LA_E_5861273_LA_0036,LA,0.103866
LA_E_7630278_LA_0031,LA,0.325371
LA_E_7658022_LA_0039,LA,0.049834
LA_E_9378528_LA_0021,LA,0.027875
LA_E_8873590_LA_0007,LA,0.075021
LA_E_5668603_LA_0019,LA,0.303326
LA_E_5538237_LA_0027,LA,0.310506
LA_E_5328944_LA_0041,LA,0.238836
LA_E_1978236_LA_0009,LA,0.166965
LA_E_8183187_LA_0009,LA,0.152618
LA_E_8319656_LA_0043,LA,0.092302
LA_E_1265304_LA_0044,LA,0.186083
LA_E_4983742_LA_0045,LA,0.324461
LA_E_9111744_LA_0042,LA,0.176206
LA_E_7397434_LA_0033,LA,0.954254
LA_E_5467152_LA_0004,LA,0.180260
LA_E_5538237_LA_0034,LA,0.332174
LA_E_3144502_LA_0005,LA,0.048350
LA_E_2351298_LA_0043,LA,0.192296
LA_E_8313781_LA_0027,LA,0.278986
LA_E_4747731_LA_0022,LA,-0.151620
LA_E_9447534_LA_0004,LA,0.257739
LA_E_3420406_LA_0009,LA,0.214590
LA_E_2240603_LA_0044,LA,0.193474
LA_E_9647824_LA_0005,LA,0.024863
LA_E_2896889_LA_0035,LA,0.266186
LA_E_7651481_LA_0042,LA,0.106086
LA_E_4607629_LA_0005,LA,0.061945
LA_E_2497126_LA_0025,LA,0.052382
LA_E_8962374_LA_0034,LA,0.298220
LA_E_5163080_LA_0008,LA,0.251332
LA_E_3495140_LA_0031,LA,0.359665
LA_E_3931881_LA_0027,LA,0.301085
LA_E_3806788_LA_0007,LA,0.046130
LA_E_6163703_LA_0011,LA,0.073590
LA_E_2362429_LA_0008,LA,0.271185
LA_E_1541503_LA_0007,LA,0.036083
LA_E_2464870_LA_0010,LA,0.412364
LA_E_5899229_LA_0001,LA,0.048381
LA_E_7735772_LA_0048,LA,0.130984
LA_E_9154249_LA_0032,LA,0.063828
LA_E_4103863_LA_0013,LA,0.143720
LA_E_5298865_LA_0013,LA,0.117234
LA_E_3286136_LA_0008,LA,0.266918
LA_E_6217839_LA_0035,LA,0.225819
LA_E_2578590_LA_0027,LA,0.291569
LA_E_9698333_LA_0018,LA,-0.001688
LA_E_9017050_LA_0041,LA,0.246377
LA_E_5895937_LA_0016,LA,0.303646
LA_E_3121513_LA_0016,LA,0.261854
LA_E_4056939_LA_0031,LA,0.311340
LA_E_9053445_LA_0041,LA,0.244030
LA_E_8881522_LA_0010,LA,0.419793
LA_E_8855620_LA_0033,LA,0.965983
LA_E_1216150_LA_0037,LA,0.109520
LA_E_2821360_LA_0035,LA,0.155549
LA_E_9447534_LA_0042,LA,0.087617
LA_E_8350195_LA_0031,LA,0.307127
LA_E_3313944_LA_0026,LA,0.095810
LA_E_7939800_LA_0023,LA,0.199957
LA_E_9587391_LA_0014,LA,0.113974
LA_E_4297036_LA_0032,LA,0.034556
LA_E_5624940_LA_0004,LA,0.268597
LA_E_9265511_LA_0030,LA,0.198223
LA_E_2196801_LA_0018,LA,-0.008663
LA_E_8590847_LA_0032,LA,0.068123
LA_E_3601650_LA_0014,LA,0.137601
LA_E_6776405_LA_0034,LA,0.334074
LA_E_8622126_LA_0020,LA,0.073537
LA_E_1518359_LA_0047,LA,0.189282
