utt_id,enroll_id,cosine_score
LA_E_5047880,LA_0026,0.507640
LA_E_6584821,LA_0019,0.544704
LA_E_8309979,LA_0031,0.610123
LA_E_9438808,LA_0030,0.570658
LA_E_6385327,LA_0045,0.632732
LA_E_9848915,LA_0045,0.648012
LA_E_1644908,LA_0041,0.533895
LA_E_8183187,LA_0009,0.693161
LA_E_4103863,LA_0013,0.492981
LA_E_8388654,LA_0043,0.614783
LA_E_9219334,LA_0036,0.527547
LA_E_9641502,LA_0043,0.546021
LA_E_6163703,LA_0001,0.515891
LA_E_8151959,LA_0036,0.519655
LA_E_6601144,LA_0004,0.582788
LA_E_5479419,LA_0035,0.605086
LA_E_6700890,LA_0017,0.531384
LA_E_3233085,LA_0028,0.522392
LA_E_4409988,LA_0041,0.589971
LA_E_7092577,LA_0039,0.615899
LA_E_3466694,LA_0043,0.638101
LA_E_5667435,LA_0039,0.530724
LA_E_9882420,LA_0045,0.541253
LA_E_6227078,LA_0037,0.491535
LA_E_1478219,LA_0041,0.494502
LA_E_5054757,LA_0002,0.675650
LA_E_1567330,LA_0041,0.610559
LA_E_5625513,LA_0039,0.546114
LA_E_6982823,LA_0034,0.495562
LA_E_6589247,LA_0048,0.552466
LA_E_5196059,LA_0045,0.611848
LA_E_2660052,LA_0016,0.644864
LA_E_6237116,LA_0045,0.563726
LA_E_1180334,LA_0043,0.659041
LA_E_6336673,LA_0018,0.504082
LA_E_2232644,LA_0007,0.604533
LA_E_3246561,LA_0015,0.562305
LA_E_1121844,LA_0016,0.645422
LA_E_6346117,LA_0034,0.460425
LA_E_5296134,LA_0043,0.546126
LA_E_1173407,LA_0001,0.548357
LA_E_5903059,LA_0042,0.609581
LA_E_2041982,LA_0034,0.493287
LA_E_5108121,LA_0031,0.668694
LA_E_5625513,LA_0008,0.530615
LA_E_1373332,LA_0035,0.487132
LA_E_4691178,LA_0009,0.660434
LA_E_6802463,LA_0036,0.401794
LA_E_6826899,LA_0008,0.645728
LA_E_7955349,LA_0037,0.558023
LA_E_4484865,LA_0010,0.599549
LA_E_8786056,LA_0035,0.623560
LA_E_3572990,LA_0004,0.550052
LA_E_7010243,LA_0001,0.556918
LA_E_6017356,LA_0023,0.551461
LA_E_2240603,LA_0025,0.612174
LA_E_8672894,LA_0016,0.653995
LA_E_9318500,LA_0018,0.520643
LA_E_3822402,LA_0043,0.571430
LA_E_8169597,LA_0039,0.620146
LA_E_2222270,LA_0017,0.591573
LA_E_6873356,LA_0039,0.580594
LA_E_2025487,LA_0047,0.557689
LA_E_9362104,LA_0026,0.656555
LA_E_7862687,LA_0009,0.668054
LA_E_5318552,LA_0017,0.570463
LA_E_9777016,LA_0043,0.492043
LA_E_1978236,LA_0027,0.641810
LA_E_9480739,LA_0009,0.671145
LA_E_3551532,LA_0031,0.594299
LA_E_3715131,LA_0047,0.523440
LA_E_5049397,LA_0027,0.560526
LA_E_3704118,LA_0045,0.611504
LA_E_2456681,LA_0017,0.667645
LA_E_9082970,LA_0015,0.567228
LA_E_7218987,LA_0016,0.563685
LA_E_7769419,LA_0044,0.546046
LA_E_2267312,LA_0043,0.612654
LA_E_9630978,LA_0037,0.578471
LA_E_5385777,LA_0041,0.494519
LA_E_3206572,LA_0017,0.624604
LA_E_6152359,LA_0033,0.587387
LA_E_7295579,LA_0037,0.544608
LA_E_3417739,LA_0041,0.549320
LA_E_6712126,LA_0010,0.592733
LA_E_1613408,LA_0022,0.576895
LA_E_5421571,LA_0005,0.558958
LA_E_4407998,LA_0035,0.507357
LA_E_2288596,LA_0034,0.568979
LA_E_3425904,LA_0027,0.622181
LA_E_1540962,LA_0016,0.664128
LA_E_4352922,LA_0027,0.617923
LA_E_1715585,LA_0039,0.583014
LA_E_8563944,LA_0018,0.611303
LA_E_8547733,LA_0016,0.549900
LA_E_2896889,LA_0016,0.625588
LA_E_5928848,LA_0017,0.542644
LA_E_4376357,LA_0022,0.614227
LA_E_8563944,LA_0023,0.621953
LA_E_1010349,LA_0007,0.541915
LA_E_9667786,LA_0037,0.564939
LA_E_1819595,LA_0009,0.580612
LA_E_6346117,LA_0045,0.568645
