utt_id,enroll_id,cosine_score
LA_E_1008476,LA_0001,0.537531
LA_E_1010349,LA_0007,0.612072
LA_E_1010349,LA_0011,0.675186
LA_E_1010349,LA_0036,0.555147
LA_E_1024417,LA_0008,0.726018
LA_E_1024417,LA_0016,0.699591
LA_E_1024417,LA_0034,0.525348
LA_E_1024417,LA_0035,0.586508
LA_E_1024417,LA_0039,0.805561
LA_E_1024417,LA_0045,0.694942
LA_E_1033230,LA_0004,0.436743
LA_E_1046597,LA_0009,0.710194
LA_E_1046597,LA_0034,0.365455
LA_E_1053797,LA_0010,0.553584
LA_E_1053797,LA_0035,0.533867
LA_E_1053797,LA_0041,0.535820
LA_E_1066571,LA_0032,0.668056
LA_E_1066879,LA_0030,0.583746
LA_E_1071484,LA_0003,0.381896
LA_E_1071484,LA_0005,0.645645
LA_E_1071484,LA_0007,0.687271
LA_E_1071484,LA_0013,0.641295
LA_E_1071484,LA_0015,0.749373
LA_E_1071484,LA_0025,0.617139
LA_E_1073410,LA_0004,0.518573
LA_E_1073410,LA_0016,0.471767
LA_E_1073410,LA_0020,0.427009
LA_E_1073482,LA_0016,0.599470
LA_E_1073482,LA_0035,0.401248
LA_E_1077496,LA_0014,0.426004
LA_E_1077496,LA_0035,0.598206
LA_E_1083805,LA_0007,0.521257
LA_E_1087821,LA_0031,0.629372
LA_E_1091007,LA_0028,0.460877
LA_E_1109484,LA_0036,0.657987
LA_E_1109756,LA_0011,0.767181
LA_E_1109756,LA_0018,0.579285
LA_E_1111393,LA_0005,0.659358
LA_E_1114347,LA_0001,0.636469
LA_E_1114347,LA_0011,0.737812
LA_E_1118752,LA_0016,0.538487
LA_E_1118752,LA_0037,0.553462
LA_E_1118791,LA_0028,0.501803
LA_E_1121844,LA_0016,0.628535
LA_E_1121844,LA_0022,0.630514
LA_E_1121844,LA_0031,0.713473
LA_E_1121844,LA_0045,0.511996
LA_E_1126163,LA_0024,0.515819
LA_E_1126163,LA_0029,0.708818
LA_E_1126163,LA_0037,0.613669
LA_E_1126163,LA_0041,0.558867
LA_E_1126163,LA_0047,0.641254
LA_E_1139127,LA_0019,0.755645
LA_E_1144268,LA_0011,0.712389
LA_E_1145965,LA_0037,0.522816
LA_E_1159860,LA_0004,0.252641
LA_E_1164883,LA_0001,0.635292
LA_E_1165591,LA_0014,0.599944
LA_E_1165591,LA_0016,0.760239
LA_E_1165591,LA_0022,0.686956
LA_E_1165591,LA_0034,0.563381
LA_E_1165591,LA_0035,0.722316
LA_E_1165591,LA_0043,0.718459
LA_E_1173407,LA_0001,0.658889
LA_E_1174819,LA_0001,0.570377
LA_E_1174819,LA_0025,0.627827
LA_E_1174819,LA_0030,0.544525
LA_E_1174819,LA_0048,0.695652
LA_E_1180334,LA_0017,0.767993
LA_E_1180334,LA_0031,0.781329
LA_E_1180334,LA_0035,0.699131
LA_E_1180334,LA_0043,0.716557
LA_E_1190027,LA_0004,0.587552
LA_E_1190027,LA_0017,0.695835
LA_E_1190027,LA_0029,0.677954
LA_E_1190027,LA_0041,0.558476
LA_E_1190027,LA_0045,0.710044
LA_E_1191163,LA_0034,0.430705
LA_E_1191163,LA_0045,0.523288
LA_E_1194237,LA_0011,0.710073
LA_E_1194478,LA_0039,0.699374
LA_E_1194478,LA_0045,0.717644
LA_E_1200064,LA_0004,0.513988
LA_E_1200064,LA_0041,0.559497
LA_E_1202004,LA_0021,0.472390
LA_E_1202552,LA_0035,0.567277
LA_E_1202552,LA_0043,0.566714
LA_E_1211932,LA_0009,0.716344
LA_E_1211932,LA_0016,0.619079
LA_E_1211932,LA_0031,0.768537
LA_E_1211932,LA_0045,0.567317
LA_E_1216150,LA_0037,0.563290
LA_E_1232728,LA_0036,0.515811
LA_E_1235824,LA_0007,0.666486
LA_E_1241701,LA_0009,0.668294
LA_E_1241701,LA_0027,0.546957
LA_E_1241701,LA_0031,0.685287
LA_E_1241701,LA_0039,0.674671
LA_E_1242285,LA_0028,0.614455
LA_E_1242285,LA_0048,0.547238
LA_E_1243550,LA_0018,0.553430
LA_E_1243550,LA_0030,0.561126
LA_E_1243550,LA_0038,0.624656
LA_E_1253524,LA_0025,0.518919
LA_E_1253524,LA_0028,0.570407
LA_E_1253524,LA_0044,0.614244
LA_E_1258871,LA_0009,0.700054
LA_E_1258871,LA_0017,0.667559
LA_E_1258871,LA_0031,0.577679
LA_E_1258871,LA_0035,0.432564
LA_E_1258871,LA_0037,0.522939
LA_E_1258871,LA_0041,0.470366
LA_E_1260738,LA_0022,0.749698
LA_E_1265304,LA_0044,0.537384
LA_E_1277254,LA_0016,0.617686
LA_E_1277254,LA_0020,0.515253
LA_E_1293981,LA_0006,0.779209
LA_E_1293981,LA_0027,0.647972
LA_E_1293981,LA_0037,0.614884
LA_E_1293981,LA_0039,0.672397
LA_E_1299075,LA_0008,0.687214
LA_E_1299075,LA_0016,0.701145
LA_E_1299075,LA_0039,0.795035
LA_E_1301756,LA_0010,0.657464
LA_E_1301756,LA_0027,0.668281
LA_E_1301756,LA_0034,0.695350
LA_E_1301756,LA_0039,0.752464
LA_E_1301756,LA_0041,0.613492
LA_E_1301756,LA_0042,0.671803
LA_E_1304770,LA_0012,0.753424
LA_E_1304770,LA_0017,0.729965
LA_E_1304770,LA_0039,0.707849
LA_E_1304770,LA_0041,0.590974
LA_E_1304770,LA_0043,0.555771
LA_E_1310240,LA_0014,0.431662
LA_E_1310240,LA_0045,0.636060
LA_E_1311509,LA_0010,0.567739
LA_E_1311509,LA_0034,0.492807
LA_E_1311509,LA_0047,0.718077
LA_E_1311831,LA_0008,0.748107
LA_E_1311831,LA_0016,0.688209
LA_E_1311831,LA_0019,0.750933
LA_E_1311831,LA_0043,0.578874
LA_E_1315925,LA_0017,0.667600
LA_E_1315925,LA_0029,0.582138
LA_E_1315925,LA_0041,0.517660
LA_E_1316290,LA_0001,0.656736
LA_E_1316290,LA_0007,0.682361
LA_E_1316290,LA_0011,0.745227
LA_E_1339326,LA_0043,0.619644
LA_E_1342706,LA_0042,0.607737
LA_E_1342706,LA_0043,0.552116
LA_E_1347042,LA_0034,0.460604
LA_E_1347042,LA_0042,0.632556
LA_E_1347042,LA_0045,0.579279
LA_E_1350377,LA_0004,0.545582
LA_E_1350377,LA_0041,0.467050
LA_E_1352427,LA_0004,0.620309
LA_E_1352427,LA_0022,0.608022
LA_E_1352427,LA_0027,0.737097
LA_E_1352427,LA_0031,0.725492
LA_E_1352427,LA_0035,0.746994
LA_E_1352427,LA_0043,0.731581
LA_E_1357326,LA_0011,0.721162
LA_E_1357326,LA_0028,0.561184
LA_E_1358628,LA_0022,0.649091
LA_E_1358628,LA_0031,0.748813
LA_E_1358628,LA_0043,0.721782
LA_E_1362978,LA_0016,0.370755
LA_E_1362978,LA_0031,0.569919
LA_E_1362978,LA_0037,0.467530
LA_E_1370474,LA_0001,0.727386
LA_E_1370474,LA_0007,0.659542
LA_E_1370474,LA_0011,0.735848
LA_E_1370474,LA_0018,0.577474
LA_E_1371618,LA_0042,0.737317
LA_E_1373332,LA_0004,0.593697
LA_E_1373332,LA_0010,0.619206
LA_E_1373332,LA_0035,0.507926
LA_E_1373332,LA_0042,0.514407
LA_E_1380169,LA_0025,0.465283
LA_E_1380169,LA_0036,0.640739
LA_E_1380691,LA_0028,0.600019
LA_E_1382043,LA_0037,0.517951
LA_E_1382043,LA_0045,0.525583
LA_E_1392000,LA_0004,0.551814
LA_E_1392000,LA_0010,0.670327
LA_E_1392000,LA_0042,0.749760
LA_E_1392000,LA_0043,0.645411
LA_E_1395552,LA_0027,0.591930
LA_E_1395552,LA_0031,0.722049
LA_E_1395552,LA_0037,0.648335
LA_E_1406759,LA_0034,0.391438
LA_E_1406759,LA_0043,0.618086
LA_E_1409215,LA_0011,0.661235
LA_E_1409215,LA_0025,0.469226
LA_E_1409215,LA_0048,0.515034
LA_E_1412604,LA_0045,0.523309
LA_E_1426923,LA_0013,0.566873
LA_E_1426923,LA_0025,0.560757
LA_E_1426923,LA_0048,0.553598
LA_E_1439904,LA_0009,0.706712
LA_E_1439904,LA_0026,0.702440
LA_E_1439904,LA_0031,0.726258
LA_E_1441455,LA_0004,0.534664
LA_E_1441455,LA_0020,0.534914
LA_E_1441455,LA_0029,0.617659
LA_E_1441455,LA_0039,0.684756
LA_E_1441455,LA_0047,0.658948
LA_E_1455854,LA_0018,0.605208
LA_E_1455854,LA_0023,0.574697
LA_E_1455854,LA_0028,0.624584
LA_E_1462637,LA_0005,0.655370
LA_E_1462637,LA_0025,0.516410
LA_E_1471269,LA_0016,0.658181
LA_E_1471269,LA_0027,0.635252
LA_E_1471269,LA_0043,0.720536
LA_E_1478219,LA_0027,0.449884
LA_E_1478219,LA_0031,0.584523
LA_E_1478219,LA_0041,0.458331
LA_E_1499507,LA_0016,0.629392
LA_E_1499507,LA_0035,0.588514
LA_E_1499507,LA_0039,0.733800
LA_E_1499507,LA_0043,0.575450
LA_E_1513280,LA_0030,0.613108
LA_E_1514361,LA_0016,0.671864
LA_E_1514361,LA_0020,0.469963
LA_E_1514361,LA_0041,0.592433
LA_E_1518359,LA_0016,0.539531
LA_E_1518359,LA_0019,0.616479
LA_E_1518359,LA_0035,0.525529
LA_E_1518359,LA_0039,0.699064
LA_E_1518359,LA_0047,0.616711
LA_E_1519763,LA_0037,0.499874
LA_E_1526839,LA_0006,0.646497
LA_E_1526839,LA_0016,0.513519
LA_E_1526839,LA_0019,0.640580
LA_E_1526839,LA_0033,0.651118
LA_E_1526839,LA_0034,0.380310
LA_E_1526839,LA_0035,0.507741
LA_E_1526839,LA_0039,0.560729
LA_E_1526839,LA_0047,0.565355
LA_E_1529494,LA_0023,0.496498
LA_E_1535100,LA_0007,0.548204
LA_E_1537728,LA_0001,0.649753
LA_E_1540962,LA_0016,0.613419
LA_E_1540962,LA_0034,0.607450
LA_E_1540962,LA_0042,0.763425
LA_E_1540962,LA_0043,0.671823
LA_E_1541503,LA_0007,0.650085
LA_E_1541503,LA_0036,0.566536
LA_E_1542647,LA_0027,0.621539
LA_E_1542647,LA_0045,0.666691
