utt1	utt2	cm_before	cm_after	asv_before	asv_after
LA_0026	LA_E_5047880	6.215422	7.292421	0.217242	0.943735
LA_0019	LA_E_6584821	6.007478	7.495592	0.412065	0.960899
LA_0031	LA_E_8309979	5.966453	7.577971	0.297242	0.970620
LA_0030	LA_E_9438808	6.152403	7.380737	0.362749	0.957164
LA_0045	LA_E_6385327	5.977988	7.610195	0.216911	0.972151
LA_0045	LA_E_9848915	6.328830	7.894936	0.263819	0.962768
LA_0041	LA_E_1644908	5.918551	7.754800	0.200687	0.943646
LA_0009	LA_E_8183187	6.248770	7.359014	0.313594	0.955402
LA_0013	LA_E_4103863	5.833566	7.264726	0.453571	0.926485
LA_0043	LA_E_8388654	6.039109	7.668506	0.327689	0.960435
LA_0036	LA_E_9219334	5.780338	7.020041	0.463528	0.957631
LA_0043	LA_E_9641502	6.301359	7.264866	0.326178	0.954317
LA_0001	LA_E_6163703	5.883965	7.547785	0.399705	0.950260
LA_0036	LA_E_8151959	6.156921	7.668399	0.207252	0.950627
LA_0004	LA_E_6601144	5.863744	7.295581	0.172051	0.961774
LA_0035	LA_E_5479419	6.013765	7.756708	0.279079	0.965556
LA_0017	LA_E_6700890	6.159208	7.541541	0.284084	0.962350
LA_0028	LA_E_3233085	5.552996	7.304220	0.174345	0.962601
LA_0041	LA_E_4409988	5.959397	7.630157	0.334612	0.969937
LA_0039	LA_E_7092577	6.005726	7.361272	0.347373	0.962101
LA_0043	LA_E_3466694	6.273182	7.506257	0.404660	0.953119
LA_0039	LA_E_5667435	5.816525	7.469615	0.291399	0.957155
LA_0045	LA_E_9882420	5.938583	7.202220	0.233212	0.938389
LA_0037	LA_E_6227078	5.814979	7.081872	0.313077	0.937326
LA_0041	LA_E_1478219	6.019012	6.913544	0.264721	0.934124
LA_0002	LA_E_5054757	6.442132	7.418970	0.235403	0.970073
LA_0041	LA_E_1567330	5.868548	7.740107	0.213389	0.952228
LA_0039	LA_E_5625513	5.870858	7.423081	0.254840	0.976093
LA_0034	LA_E_6982823	5.622774	7.417527	0.247902	0.921005
LA_0048	LA_E_6589247	5.535551	7.080893	0.398291	0.925598
LA_0045	LA_E_5196059	5.980740	7.724120	0.270011	0.964963
LA_0016	LA_E_2660052	6.078014	7.526026	0.227252	0.963733
LA_0045	LA_E_6237116	6.533828	7.775488	0.280443	0.947357
LA_0043	LA_E_1180334	6.088227	7.798537	0.365958	0.961553
LA_0018	LA_E_6336673	6.053807	7.355732	0.404576	0.959497
LA_0007	LA_E_2232644	6.289684	7.688242	0.313199	0.955051
LA_0015	LA_E_3246561	6.298014	7.716876	0.164124	0.968326
LA_0016	LA_E_1121844	6.085436	7.422024	0.377371	0.962883
LA_0034	LA_E_6346117	6.504882	7.794548	0.317784	0.929932
LA_0043	LA_E_5296134	6.042970	7.381255	0.232288	0.929467
LA_0001	LA_E_1173407	5.933594	7.714361	0.316144	0.934175
LA_0042	LA_E_5903059	6.094370	7.906816	0.353788	0.966963
LA_0034	LA_E_2041982	6.142266	7.309828	0.380904	0.949371
LA_0031	LA_E_5108121	5.989035	7.296360	0.299739	0.978255
LA_0008	LA_E_5625513	5.870858	7.432028	0.199540	0.963087
LA_0035	LA_E_1373332	5.954067	7.350672	0.235691	0.922226
LA_0009	LA_E_4691178	5.874273	7.534756	0.361818	0.968438
LA_0036	LA_E_6802463	5.896481	7.500107	0.223318	0.911062
LA_0008	LA_E_6826899	6.331647	7.766664	0.280517	0.975527
LA_0037	LA_E_7955349	6.246908	7.455634	0.308548	0.946458
LA_0010	LA_E_4484865	5.084508	7.506528	0.328874	0.953833
LA_0035	LA_E_8786056	5.904277	7.035136	0.252091	0.944607
LA_0004	LA_E_3572990	5.803145	7.441434	0.202019	0.914778
LA_0001	LA_E_7010243	6.336101	7.460999	0.395116	0.961112
LA_0023	LA_E_6017356	6.019198	7.153898	0.185025	0.912921
LA_0025	LA_E_2240603	6.125496	7.474861	0.272561	0.968220
LA_0016	LA_E_8672894	6.366686	7.592803	0.318532	0.941474
LA_0018	LA_E_9318500	6.204659	7.677442	0.311104	0.966037
LA_0043	LA_E_3822402	6.285519	7.431455	0.399107	0.942273
LA_0039	LA_E_8169597	6.417088	7.626617	0.267616	0.969015
LA_0017	LA_E_2222270	6.510851	7.865323	0.204141	0.942631
LA_0039	LA_E_6873356	5.652803	7.633710	0.189263	0.968945
LA_0047	LA_E_2025487	6.126920	7.532728	0.278165	0.936202
LA_0026	LA_E_9362104	6.018758	7.562084	0.245962	0.971002
LA_0009	LA_E_7862687	5.960294	7.293536	0.174157	0.963064
LA_0017	LA_E_5318552	6.271271	7.385925	0.218584	0.936727
LA_0043	LA_E_9777016	6.139984	7.193418	0.361453	0.949356
LA_0027	LA_E_1978236	6.050845	7.557478	0.341747	0.972930
LA_0009	LA_E_9480739	6.135283	7.742531	0.256927	0.947748
LA_0031	LA_E_3551532	6.158280	7.253871	0.337634	0.972850
LA_0047	LA_E_3715131	5.245144	6.935416	0.348870	0.934695
LA_0027	LA_E_5049397	6.438218	7.817688	0.206316	0.958340
LA_0045	LA_E_3704118	6.400801	7.557998	0.395234	0.966248
LA_0017	LA_E_2456681	6.094885	7.571098	0.397683	0.968395
LA_0015	LA_E_9082970	6.212625	7.994066	0.210627	0.964118
LA_0016	LA_E_7218987	6.102642	7.304472	0.246078	0.943017
LA_0044	LA_E_7769419	5.384804	7.409657	0.286254	0.972526
LA_0043	LA_E_2267312	5.599077	7.555470	0.262065	0.957133
LA_0037	LA_E_9630978	6.323189	7.588771	0.367646	0.951887
LA_0041	LA_E_5385777	5.623046	7.398819	0.350876	0.964961
LA_0017	LA_E_3206572	6.424969	7.581120	0.331601	0.968031
LA_0033	LA_E_6152359	5.539860	7.200664	0.405598	0.966192
LA_0037	LA_E_7295579	4.959955	7.253006	0.342376	0.963057
LA_0041	LA_E_3417739	5.998095	7.229717	0.388973	0.953902
LA_0010	LA_E_6712126	6.030588	7.415789	0.305315	0.958501
LA_0022	LA_E_1613408	5.952629	7.440519	0.202694	0.941814
LA_0005	LA_E_5421571	6.408051	7.297088	0.351556	0.950601
LA_0035	LA_E_4407998	6.076273	7.436641	0.253449	0.947988
LA_0034	LA_E_2288596	5.689251	7.446278	0.262229	0.968462
LA_0027	LA_E_3425904	6.196429	7.262376	0.204832	0.971629
LA_0016	LA_E_1540962	6.269091	7.571263	0.188936	0.964869
LA_0027	LA_E_4352922	6.589682	7.746830	0.244680	0.967152
LA_0039	LA_E_1715585	6.230258	7.402002	0.282391	0.965111
LA_0018	LA_E_8563944	6.077277	7.802399	0.275647	0.951452
LA_0016	LA_E_8547733	5.686225	7.279301	0.306456	0.938755
LA_0016	LA_E_2896889	6.279119	7.663894	0.375712	0.960494
LA_0017	LA_E_5928848	6.140696	7.529284	0.345906	0.969575
LA_0022	LA_E_4376357	6.128639	7.487273	0.275151	0.961744
LA_0023	LA_E_8563944	6.077277	7.854794	0.103993	0.953103
LA_0007	LA_E_1010349	6.255440	7.507241	0.338449	0.943455
LA_0037	LA_E_9667786	6.289331	8.035702	0.297187	0.945473
LA_0009	LA_E_1819595	5.626957	7.128666	0.289911	0.949455
LA_0045	LA_E_6346117	6.504882	7.838636	0.258468	0.972611
LA_0027	LA_E_4856684	5.883228	7.427532	0.209962	0.962060
LA_0036	LA_E_7455353	5.987572	7.550341	0.255777	0.961318
LA_0031	LA_E_2714189	6.329946	7.535647	0.308696	0.967924
LA_0010	LA_E_4218432	5.779537	7.687118	0.297855	0.961707
LA_0045	LA_E_2514376	5.996896	7.626169	0.241297	0.953783
LA_0004	LA_E_3306877	5.724100	7.408148	0.300222	0.942889
LA_0045	LA_E_4352922	6.589682	7.716537	0.204696	0.979012
LA_0016	LA_E_2724873	5.096128	7.571420	0.323187	0.966614
LA_0025	LA_E_3246059	5.962335	7.443180	0.146749	0.928769
LA_0007	LA_E_3527138	6.652676	7.628616	0.233216	0.951779
LA_0037	LA_E_6873356	5.652803	7.672050	0.351848	0.954771
LA_0013	LA_E_6500771	6.257715	7.536833	0.350220	0.944367
LA_0027	LA_E_5899892	6.275688	7.806967	0.249117	0.968759
LA_0022	LA_E_2097092	5.914764	7.107183	0.196132	0.941954
LA_0021	LA_E_3775722	5.831135	7.366715	0.157027	0.940869
LA_0018	LA_E_5588661	6.407807	7.706668	0.288185	0.938068
LA_0043	LA_E_4325150	5.894443	7.595066	0.272346	0.952433
LA_0043	LA_E_4479083	6.349959	7.620410	0.365768	0.956917
LA_0007	LA_E_8601887	5.879272	7.975282	0.223748	0.949255
LA_0037	LA_E_5376768	6.159697	7.474352	0.380907	0.963625
LA_0034	LA_E_8146949	5.291011	7.504214	0.304412	0.978958
LA_0011	LA_E_1357326	5.997893	7.701560	0.354303	0.965524
LA_0026	LA_E_4352922	6.589682	7.718618	0.220203	0.947110
LA_0045	LA_E_5668603	6.375387	7.706070	0.237788	0.955059
LA_0025	LA_E_1174819	5.986142	7.245228	0.198044	0.967070
LA_0031	LA_E_5329393	5.356219	7.058967	0.372260	0.970129
LA_0023	LA_E_7721272	5.888206	7.364440	0.281930	0.951935
LA_0039	LA_E_7386758	6.340647	7.513461	0.272617	0.974256
