utt1	utt2	cm_before	cm_after	asv_before	asv_after
LA_0026	LA_E_5047880	6.215422	7.181609	0.202897	0.849609
LA_0019	LA_E_6584821	6.007478	7.236767	0.135114	0.927299
LA_0031	LA_E_8309979	5.966453	7.164039	0.212373	0.911502
LA_0030	LA_E_9438808	6.152403	7.050097	0.323816	0.926460
LA_0045	LA_E_6385327	5.977988	7.127738	0.166266	0.943756
LA_0045	LA_E_9848915	6.328830	7.469010	0.204410	0.956773
LA_0041	LA_E_1644908	5.918551	7.357163	0.050088	0.921908
LA_0009	LA_E_8183187	6.248770	7.108977	0.147870	0.903151
LA_0013	LA_E_4103863	5.833566	6.943270	0.304094	0.898625
LA_0043	LA_E_8388654	6.039109	7.118570	0.257136	0.859160
LA_0036	LA_E_9219334	5.780338	6.750832	0.297703	0.896598
LA_0043	LA_E_9641502	6.301359	6.955627	0.238351	0.865155
LA_0001	LA_E_6163703	5.883965	6.918050	0.332709	0.894312
LA_0036	LA_E_8151959	6.156921	7.199604	0.195797	0.911283
LA_0004	LA_E_6601144	5.863744	6.959659	0.092323	0.892133
LA_0035	LA_E_5479419	6.013765	7.397674	0.299174	0.906714
LA_0017	LA_E_6700890	6.159208	7.280320	0.278441	0.931519
LA_0028	LA_E_3233085	5.552996	6.665928	0.158343	0.892226
LA_0041	LA_E_4409988	5.959397	6.898314	0.232863	0.908190
LA_0039	LA_E_7092577	6.005726	6.998988	0.231706	0.877735
LA_0043	LA_E_3466694	6.273182	7.205168	0.333164	0.934909
LA_0039	LA_E_5667435	5.816525	7.248863	0.349571	0.933548
LA_0045	LA_E_9882420	5.938583	7.001725	0.197831	0.880562
LA_0037	LA_E_6227078	5.814979	6.873724	0.195376	0.939418
LA_0041	LA_E_1478219	6.019012	6.638528	0.174056	0.818737
LA_0002	LA_E_5054757	6.442132	7.098659	0.187941	0.936415
LA_0041	LA_E_1567330	5.868548	7.176540	0.141210	0.926622
LA_0039	LA_E_5625513	5.870858	6.939631	0.146257	0.921993
LA_0034	LA_E_6982823	5.622774	7.121119	0.277884	0.881769
LA_0048	LA_E_6589247	5.535551	6.726954	0.271743	0.910181
LA_0045	LA_E_5196059	5.980740	7.228621	0.244371	0.957222
LA_0016	LA_E_2660052	6.078014	7.144361	0.079033	0.963744
LA_0045	LA_E_6237116	6.533828	7.442959	0.315501	0.945591
LA_0043	LA_E_1180334	6.088227	7.116710	0.287071	0.905052
LA_0018	LA_E_6336673	6.053807	7.066738	0.443276	0.934783
LA_0007	LA_E_2232644	6.289684	7.238703	0.247236	0.928594
LA_0015	LA_E_3246561	6.298014	7.386445	0.104048	0.941415
LA_0016	LA_E_1121844	6.085436	7.034241	0.268347	0.887209
LA_0034	LA_E_6346117	6.504882	7.371660	0.293133	0.904141
LA_0043	LA_E_5296134	6.042970	7.081263	0.299355	0.926777
LA_0001	LA_E_1173407	5.933594	7.369486	0.198402	0.938981
LA_0042	LA_E_5903059	6.094370	7.390584	0.288049	0.910646
LA_0034	LA_E_2041982	6.142266	6.836757	0.279886	0.859158
LA_0031	LA_E_5108121	5.989035	6.922209	0.233048	0.903622
LA_0008	LA_E_5625513	5.870858	6.902287	0.242981	0.916902
LA_0035	LA_E_1373332	5.954067	6.936064	0.237587	0.873039
LA_0009	LA_E_4691178	5.874273	7.092799	0.202081	0.923210
LA_0036	LA_E_6802463	5.896481	7.197955	0.290031	0.895617
LA_0008	LA_E_6826899	6.331647	7.389408	0.177385	0.956545
LA_0037	LA_E_7955349	6.246908	7.143787	0.335214	0.916230
LA_0010	LA_E_4484865	5.084508	6.567293	0.216799	0.940693
LA_0035	LA_E_8786056	5.904277	6.819054	0.219143	0.883639
LA_0004	LA_E_3572990	5.803145	7.021568	0.295255	0.931977
LA_0001	LA_E_7010243	6.336101	7.096297	0.284283	0.934124
LA_0023	LA_E_6017356	6.019198	6.859064	0.147377	0.891808
LA_0025	LA_E_2240603	6.125496	7.020397	0.099553	0.897401
LA_0016	LA_E_8672894	6.366686	7.299992	0.265422	0.917067
LA_0018	LA_E_9318500	6.204659	7.175704	0.298634	0.852978
LA_0043	LA_E_3822402	6.285519	7.061931	0.223143	0.841338
LA_0039	LA_E_8169597	6.417088	7.315506	0.288001	0.949573
LA_0017	LA_E_2222270	6.510851	7.576391	0.249777	0.960964
LA_0039	LA_E_6873356	5.652803	7.060697	0.170681	0.947031
LA_0047	LA_E_2025487	6.126920	7.309321	0.124724	0.927332
LA_0026	LA_E_9362104	6.018758	6.987248	0.238659	0.942690
LA_0009	LA_E_7862687	5.960294	6.956751	0.135818	0.853279
LA_0017	LA_E_5318552	6.271271	7.043736	0.248503	0.929208
LA_0043	LA_E_9777016	6.139984	6.896464	0.296716	0.865099
LA_0027	LA_E_1978236	6.050845	7.031394	0.250134	0.899503
LA_0009	LA_E_9480739	6.135283	7.334033	0.206175	0.948154
LA_0031	LA_E_3551532	6.158280	7.009601	0.254555	0.879175
LA_0047	LA_E_3715131	5.245144	6.430362	0.348284	0.876034
LA_0027	LA_E_5049397	6.438218	7.375028	0.216772	0.830877
LA_0045	LA_E_3704118	6.400801	7.182534	0.303066	0.961331
LA_0017	LA_E_2456681	6.094885	6.955442	0.203680	0.940390
LA_0015	LA_E_9082970	6.212625	7.512296	0.235796	0.954937
LA_0016	LA_E_7218987	6.102642	7.037482	0.065566	0.928301
LA_0044	LA_E_7769419	5.384804	6.765103	0.250902	0.841081
LA_0043	LA_E_2267312	5.599077	6.855561	0.145008	0.930608
LA_0037	LA_E_9630978	6.323189	7.204416	0.299553	0.952019
LA_0041	LA_E_5385777	5.623046	6.945805	0.318298	0.938218
LA_0017	LA_E_3206572	6.424969	7.068030	0.167356	0.855870
LA_0033	LA_E_6152359	5.539860	6.818314	0.337838	0.935473
LA_0037	LA_E_7295579	4.959955	6.689840	0.306253	0.911623
LA_0041	LA_E_3417739	5.998095	6.947202	0.338590	0.869450
LA_0010	LA_E_6712126	6.030588	6.976556	0.215384	0.938947
LA_0022	LA_E_1613408	5.952629	7.153971	0.106503	0.909864
LA_0005	LA_E_5421571	6.408051	7.082298	0.238673	0.948000
LA_0035	LA_E_4407998	6.076273	6.968201	0.155630	0.890522
LA_0034	LA_E_2288596	5.689251	6.649180	0.166670	0.889022
LA_0027	LA_E_3425904	6.196429	7.022756	0.206906	0.910015
LA_0016	LA_E_1540962	6.269091	7.107888	0.104748	0.912048
LA_0027	LA_E_4352922	6.589682	7.257075	0.221214	0.838694
LA_0039	LA_E_1715585	6.230258	6.971103	0.160255	0.893899
LA_0018	LA_E_8563944	6.077277	7.487779	0.287788	0.940947
LA_0016	LA_E_8547733	5.686225	6.986287	0.126245	0.871130
LA_0016	LA_E_2896889	6.279119	7.303846	0.222101	0.935708
LA_0017	LA_E_5928848	6.140696	7.111749	0.358397	0.904663
LA_0022	LA_E_4376357	6.128639	7.284190	0.157087	0.940902
LA_0023	LA_E_8563944	6.077277	7.516872	0.177498	0.956698
LA_0007	LA_E_1010349	6.255440	7.091544	0.343833	0.896444
LA_0037	LA_E_9667786	6.289331	7.536345	0.353514	0.968016
LA_0009	LA_E_1819595	5.626957	6.861338	0.162285	0.916118
LA_0045	LA_E_6346117	6.504882	7.406072	0.197513	0.934268
LA_0027	LA_E_4856684	5.883228	7.031672	0.209247	0.835567
