utt1	utt2	cm_before	cm_after	asv_before	asv_after
LA_0026	LA_E_5047880	4.845306	9.233528	0.217242	0.869644
LA_0019	LA_E_6584821	5.285158	9.144387	0.412065	0.936733
LA_0031	LA_E_8309979	6.045262	9.246077	0.297242	0.955052
LA_0030	LA_E_9438808	4.670760	8.619762	0.362749	0.929104
LA_0045	LA_E_6385327	5.340616	9.061842	0.216911	0.964344
LA_0045	LA_E_9848915	5.918205	8.554821	0.263819	0.974755
LA_0041	LA_E_1644908	4.009449	8.428706	0.200687	0.918093
LA_0009	LA_E_8183187	4.532299	9.040797	0.313594	0.950575
LA_0013	LA_E_4103863	1.640584	7.925198	0.453571	0.921088
LA_0043	LA_E_8388654	5.666040	8.218607	0.327689	0.946619
LA_0036	LA_E_9219334	0.748869	-10.561800	0.463528	0.934434
LA_0043	LA_E_9641502	4.154497	8.644236	0.326178	0.934936
LA_0001	LA_E_6163703	4.188136	6.927044	0.399705	0.957057
LA_0036	LA_E_8151959	5.732417	8.928596	0.207252	0.932356
LA_0004	LA_E_6601144	4.774915	8.633753	0.172051	0.935583
LA_0035	LA_E_5479419	5.213949	8.867582	0.279079	0.934815
LA_0017	LA_E_6700890	6.077065	9.257500	0.284084	0.934604
LA_0028	LA_E_3233085	4.469651	8.739126	0.174345	0.935207
LA_0041	LA_E_4409988	5.027088	7.969468	0.334612	0.957180
LA_0039	LA_E_7092577	4.678146	8.865411	0.347373	0.946633
LA_0043	LA_E_3466694	4.314503	8.930742	0.404660	0.944683
LA_0039	LA_E_5667435	4.887215	9.516903	0.291399	0.916899
LA_0045	LA_E_9882420	2.070112	8.059449	0.233212	0.928747
LA_0037	LA_E_6227078	4.338514	8.916433	0.313077	0.950848
LA_0041	LA_E_1478219	1.027441	-9.352331	0.264721	0.896079
LA_0002	LA_E_5054757	5.137628	8.765747	0.235403	0.965972
LA_0041	LA_E_1567330	3.697753	7.661578	0.213389	0.961117
LA_0039	LA_E_5625513	4.735435	9.160402	0.254840	0.953798
LA_0034	LA_E_6982823	3.867274	8.603631	0.247902	0.916021
LA_0048	LA_E_6589247	4.371192	8.808022	0.398291	0.932405
LA_0045	LA_E_5196059	4.799972	8.281904	0.270011	0.974402
LA_0016	LA_E_2660052	2.833194	8.342566	0.227252	0.958723
LA_0045	LA_E_6237116	5.935669	9.410046	0.280443	0.957991
LA_0043	LA_E_1180334	4.687355	7.830779	0.365958	0.972554
LA_0018	LA_E_6336673	4.504385	8.337964	0.404576	0.955792
LA_0007	LA_E_2232644	4.026177	7.821474	0.313199	0.967942
LA_0015	LA_E_3246561	5.731881	8.957962	0.164124	0.957645
LA_0016	LA_E_1121844	4.545328	8.173549	0.377371	0.955662
LA_0034	LA_E_6346117	5.563911	8.654874	0.317784	0.935783
LA_0043	LA_E_5296134	5.237538	8.901305	0.232288	0.903370
LA_0001	LA_E_1173407	3.860858	8.071827	0.316144	0.933936
LA_0042	LA_E_5903059	5.557592	8.005537	0.353788	0.959336
LA_0034	LA_E_2041982	5.499054	9.008725	0.380904	0.945328
LA_0031	LA_E_5108121	4.848407	8.331474	0.299739	0.974756
LA_0008	LA_E_5625513	4.735435	9.142902	0.199540	0.953668
LA_0035	LA_E_1373332	2.894691	8.768641	0.235691	0.912053
LA_0009	LA_E_4691178	4.150179	8.890554	0.361818	0.956329
LA_0036	LA_E_6802463	4.868106	8.881662	0.223318	0.936181
LA_0008	LA_E_6826899	6.603096	8.908731	0.280517	0.966163
LA_0037	LA_E_7955349	5.009266	8.673758	0.308548	0.945925
LA_0010	LA_E_4484865	4.776946	8.455788	0.328874	0.964434
LA_0035	LA_E_8786056	4.613803	9.086654	0.252091	0.931984
LA_0004	LA_E_3572990	1.421330	-11.287710	0.202019	0.907001
LA_0001	LA_E_7010243	5.668928	8.900221	0.395116	0.944621
LA_0023	LA_E_6017356	3.617487	7.877308	0.185025	0.921618
LA_0025	LA_E_2240603	5.016448	8.560312	0.272561	0.956110
LA_0016	LA_E_8672894	6.163729	9.259558	0.318532	0.955238
LA_0018	LA_E_9318500	5.291814	7.686692	0.311104	0.955850
LA_0043	LA_E_3822402	4.497534	9.231994	0.399107	0.923415
LA_0039	LA_E_8169597	5.101405	8.956131	0.267616	0.963838
LA_0017	LA_E_2222270	4.785375	9.015631	0.204141	0.939410
LA_0039	LA_E_6873356	4.369657	7.751940	0.189263	0.966314
LA_0047	LA_E_2025487	5.522600	9.368073	0.278165	0.945821
LA_0026	LA_E_9362104	4.846529	8.273159	0.245962	0.969133
LA_0009	LA_E_7862687	3.963357	8.404243	0.174157	0.948989
LA_0017	LA_E_5318552	4.757792	8.604023	0.218584	0.945074
LA_0043	LA_E_9777016	5.291915	9.747787	0.361453	0.939822
LA_0027	LA_E_1978236	5.265466	7.962252	0.341747	0.963617
LA_0009	LA_E_9480739	3.813606	8.266419	0.256927	0.951464
LA_0031	LA_E_3551532	4.830169	9.226810	0.337634	0.955784
LA_0047	LA_E_3715131	3.862358	8.207886	0.348870	0.951682
LA_0027	LA_E_5049397	5.748662	8.456748	0.206316	0.945205
LA_0045	LA_E_3704118	6.267560	9.355186	0.395234	0.956063
LA_0017	LA_E_2456681	4.643848	9.040704	0.397683	0.972940
LA_0015	LA_E_9082970	6.088820	8.796186	0.210627	0.963627
LA_0016	LA_E_7218987	3.868634	9.056732	0.246078	0.953251
