utt1	utt2	cm_before	cm_after	asv_before	asv_after
LA_0026	LA_E_5047880	6.215422	7.283302	0.217242	0.895727
LA_0019	LA_E_6584821	6.007478	7.488383	0.412065	0.960587
LA_0031	LA_E_8309979	5.966453	7.485416	0.297242	0.965243
LA_0030	LA_E_9438808	6.152403	7.295154	0.362749	0.950455
LA_0045	LA_E_6385327	5.977988	7.487944	0.216911	0.972384
LA_0045	LA_E_9848915	6.328830	7.777114	0.263819	0.954784
LA_0041	LA_E_1644908	5.918551	7.609534	0.200687	0.918747
LA_0009	LA_E_8183187	6.248770	7.340670	0.313594	0.960325
LA_0013	LA_E_4103863	5.833566	7.123272	0.453571	0.931065
LA_0043	LA_E_8388654	6.039109	7.509871	0.327689	0.953179
LA_0036	LA_E_9219334	5.780338	6.883256	0.463528	0.933072
LA_0043	LA_E_9641502	6.301359	7.179348	0.326178	0.943463
LA_0001	LA_E_6163703	5.883965	7.403477	0.399705	0.954897
LA_0036	LA_E_8151959	6.156921	7.461269	0.207252	0.953148
LA_0004	LA_E_6601144	5.863744	7.167530	0.172051	0.951619
LA_0035	LA_E_5479419	6.013765	7.655764	0.279079	0.949230
LA_0017	LA_E_6700890	6.159208	7.474743	0.284084	0.951601
LA_0028	LA_E_3233085	5.552996	7.163874	0.174345	0.954210
LA_0041	LA_E_4409988	5.959397	7.390251	0.334612	0.966788
LA_0039	LA_E_7092577	6.005726	7.161962	0.347373	0.953762
LA_0043	LA_E_3466694	6.273182	7.428278	0.404660	0.933926
LA_0039	LA_E_5667435	5.816525	7.551647	0.291399	0.945367
LA_0045	LA_E_9882420	5.938583	7.267169	0.233212	0.953916
LA_0037	LA_E_6227078	5.814979	7.079048	0.313077	0.946563
LA_0041	LA_E_1478219	6.019012	6.844809	0.264721	0.935607
LA_0002	LA_E_5054757	6.442132	7.408742	0.235403	0.971073
LA_0041	LA_E_1567330	5.868548	7.562865	0.213389	0.956099
LA_0039	LA_E_5625513	5.870858	7.221174	0.254840	0.963777
LA_0034	LA_E_6982823	5.622774	7.297385	0.247902	0.924796
LA_0048	LA_E_6589247	5.535551	7.065482	0.398291	0.946683
LA_0045	LA_E_5196059	5.980740	7.556761	0.270011	0.959067
LA_0016	LA_E_2660052	6.078014	7.474375	0.227252	0.955312
LA_0045	LA_E_6237116	6.533828	7.652004	0.280443	0.966954
LA_0043	LA_E_1180334	6.088227	7.590032	0.365958	0.973597
LA_0018	LA_E_6336673	6.053807	7.237404	0.404576	0.948862
LA_0007	LA_E_2232644	6.289684	7.570564	0.313199	0.967767
LA_0015	LA_E_3246561	6.298014	7.608487	0.164124	0.945659
LA_0016	LA_E_1121844	6.085436	7.376627	0.377371	0.960623
LA_0034	LA_E_6346117	6.504882	7.658812	0.317784	0.928442
LA_0043	LA_E_5296134	6.042970	7.318010	0.232288	0.934957
