utt1	utt2	cm_before	cm_after	asv_before	asv_after
LA_0026	LA_E_5047880	6.215422	7.288144	0.202897	0.952581
LA_0019	LA_E_6584821	6.007478	7.525800	0.135114	0.967305
LA_0031	LA_E_8309979	5.966453	7.534549	0.212373	0.965253
LA_0030	LA_E_9438808	6.152403	7.353289	0.323816	0.966388
LA_0045	LA_E_6385327	5.977988	7.562210	0.166266	0.972463
LA_0045	LA_E_9848915	6.328830	7.847980	0.204410	0.971189
LA_0041	LA_E_1644908	5.918551	7.743784	0.050088	0.961446
LA_0009	LA_E_8183187	6.248770	7.356290	0.147870	0.956817
LA_0013	LA_E_4103863	5.833566	7.146655	0.304094	0.957445
LA_0043	LA_E_8388654	6.039109	7.642597	0.257136	0.968899
LA_0036	LA_E_9219334	5.780338	6.940003	0.297703	0.959927
LA_0043	LA_E_9641502	6.301359	7.263975	0.238351	0.962018
LA_0001	LA_E_6163703	5.883965	7.502811	0.332709	0.961865
LA_0036	LA_E_8151959	6.156921	7.543103	0.195797	0.961104
LA_0004	LA_E_6601144	5.863744	7.266680	0.092323	0.945705
LA_0035	LA_E_5479419	6.013765	7.814302	0.299174	0.956986
LA_0017	LA_E_6700890	6.159208	7.539414	0.278441	0.964154
LA_0028	LA_E_3233085	5.552996	7.210832	0.158343	0.959653
LA_0041	LA_E_4409988	5.959397	7.512576	0.232863	0.968112
LA_0039	LA_E_7092577	6.005726	7.238189	0.231706	0.960749
LA_0043	LA_E_3466694	6.273182	7.468450	0.333164	0.953344
LA_0039	LA_E_5667435	5.816525	7.556611	0.349571	0.953881
LA_0045	LA_E_9882420	5.938583	7.278522	0.197831	0.965976
LA_0037	LA_E_6227078	5.814979	7.099133	0.195376	0.947148
LA_0041	LA_E_1478219	6.019012	6.912653	0.174056	0.947589
LA_0002	LA_E_5054757	6.442132	7.483324	0.187941	0.957385
LA_0041	LA_E_1567330	5.868548	7.675904	0.141210	0.968054
LA_0039	LA_E_5625513	5.870858	7.243547	0.146257	0.967667
LA_0034	LA_E_6982823	5.622774	7.395185	0.277884	0.931292
LA_0048	LA_E_6589247	5.535551	7.134687	0.271743	0.941556
LA_0045	LA_E_5196059	5.980740	7.651876	0.244371	0.977125
LA_0016	LA_E_2660052	6.078014	7.541605	0.079033	0.969255
LA_0045	LA_E_6237116	6.533828	7.662437	0.315501	0.967934
LA_0043	LA_E_1180334	6.088227	7.705637	0.287071	0.961581
LA_0018	LA_E_6336673	6.053807	7.397268	0.443276	0.938485
LA_0007	LA_E_2232644	6.289684	7.622360	0.247236	0.958674
LA_0015	LA_E_3246561	6.298014	7.730788	0.104048	0.962520
LA_0016	LA_E_1121844	6.085436	7.453785	0.268347	0.965755
LA_0034	LA_E_6346117	6.504882	7.771206	0.293133	0.971464
LA_0043	LA_E_5296134	6.042970	7.366789	0.299355	0.963660
LA_0001	LA_E_1173407	5.933594	7.767777	0.198402	0.940710
LA_0042	LA_E_5903059	6.094370	7.809968	0.288049	0.956746
LA_0034	LA_E_2041982	6.142266	7.209683	0.279886	0.950383
LA_0031	LA_E_5108121	5.989035	7.390105	0.233048	0.979518
LA_0008	LA_E_5625513	5.870858	7.344624	0.242981	0.959248
LA_0035	LA_E_1373332	5.954067	7.247021	0.237587	0.930593
LA_0009	LA_E_4691178	5.874273	7.456793	0.202081	0.965544
LA_0036	LA_E_6802463	5.896481	7.447758	0.290031	0.900773
LA_0008	LA_E_6826899	6.331647	7.737183	0.177385	0.974743
LA_0037	LA_E_7955349	6.246908	7.399287	0.335214	0.963447
LA_0010	LA_E_4484865	5.084508	7.450613	0.216799	0.970112
LA_0035	LA_E_8786056	5.904277	7.054504	0.219143	0.948961
LA_0004	LA_E_3572990	5.803145	7.372485	0.295255	0.944815
LA_0001	LA_E_7010243	6.336101	7.486072	0.284283	0.964869
LA_0023	LA_E_6017356	6.019198	7.267942	0.147377	0.946995
LA_0025	LA_E_2240603	6.125496	7.438437	0.099553	0.970245
LA_0016	LA_E_8672894	6.366686	7.589562	0.265422	0.964011
LA_0018	LA_E_9318500	6.204659	7.657704	0.298634	0.967288
LA_0043	LA_E_3822402	6.285519	7.366484	0.223143	0.939920
LA_0039	LA_E_8169597	6.417088	7.599453	0.288001	0.962808
LA_0017	LA_E_2222270	6.510851	7.888784	0.249777	0.966019
LA_0039	LA_E_6873356	5.652803	7.717957	0.170681	0.977695
LA_0047	LA_E_2025487	6.126920	7.518052	0.124724	0.948027
LA_0026	LA_E_9362104	6.018758	7.551424	0.238659	0.967529
LA_0009	LA_E_7862687	5.960294	7.201723	0.135818	0.973469
LA_0017	LA_E_5318552	6.271271	7.397129	0.248503	0.962158
LA_0043	LA_E_9777016	6.139984	7.278880	0.296716	0.943533
LA_0027	LA_E_1978236	6.050845	7.505059	0.250134	0.967605
LA_0009	LA_E_9480739	6.135283	7.604412	0.206175	0.964832
LA_0031	LA_E_3551532	6.158280	7.315662	0.254555	0.964317
LA_0047	LA_E_3715131	5.245144	6.985434	0.348284	0.956124
LA_0027	LA_E_5049397	6.438218	7.714959	0.216772	0.947796
LA_0045	LA_E_3704118	6.400801	7.601086	0.303066	0.951242
LA_0017	LA_E_2456681	6.094885	7.377004	0.203680	0.983023
