utt_id,enroll_id,cosine_score
LA_E_8313072_LA_0042,LA,0.129139
LA_E_8601887_LA_0011,LA,0.069281
LA_E_1806879_LA_0023,LA,0.170353
LA_E_1260738_LA_0022,LA,-0.125729
LA_E_8754553_LA_0005,LA,0.019714
LA_E_8851404_LA_0034,LA,0.340420
LA_E_4587291_LA_0025,LA,0.162113
LA_E_2732113_LA_0026,LA,0.191250
LA_E_4355697_LA_0023,LA,0.146607
LA_E_1311831_LA_0016,LA,0.310266
LA_E_2453283_LA_0013,LA,0.106270
LA_E_4366255_LA_0045,LA,0.326437
LA_E_7006521_LA_0039,LA,0.009860
LA_E_8445080_LA_0031,LA,0.365323
LA_E_7847027_LA_0027,LA,0.283194
LA_E_3190451_LA_0035,LA,0.238174
LA_E_1370474_LA_0001,LA,0.090902
LA_E_3246059_LA_0025,LA,0.069843
LA_E_7536281_LA_0006,LA,0.006740
LA_E_8345978_LA_0045,LA,0.356514
LA_E_1258871_LA_0041,LA,0.162576
LA_E_1541503_LA_0036,LA,0.133299
LA_E_5500628_LA_0039,LA,0.042036
LA_E_7700685_LA_0043,LA,0.179621
LA_E_3213350_LA_0009,LA,0.164948
LA_E_3429507_LA_0031,LA,0.371690
LA_E_5624940_LA_0026,LA,0.160684
LA_E_9422097_LA_0001,LA,0.084644
LA_E_5296134_LA_0037,LA,0.118221
LA_E_9301504_LA_0023,LA,0.111494
LA_E_7037148_LA_0032,LA,0.108390
LA_E_2097092_LA_0022,LA,-0.125187
LA_E_1852684_LA_0030,LA,0.145640
LA_E_4376357_LA_0004,LA,0.209130
LA_E_8560629_LA_0009,LA,0.187680
LA_E_9669170_LA_0022,LA,-0.095773
LA_E_3576786_LA_0044,LA,0.206925
LA_E_7705713_LA_0002,LA,0.123188
LA_E_4333311_LA_0017,LA,0.382993
LA_E_6066881_LA_0018,LA,0.021843
LA_E_2872448_LA_0031,LA,0.335269
LA_E_5861273_LA_0036,LA,0.104593
LA_E_7630278_LA_0031,LA,0.317159
LA_E_7658022_LA_0039,LA,-0.001501
LA_E_9378528_LA_0021,LA,0.095611
LA_E_8873590_LA_0007,LA,0.063215
LA_E_5668603_LA_0019,LA,0.336758
LA_E_5538237_LA_0027,LA,0.326640
LA_E_5328944_LA_0041,LA,0.245752
LA_E_1978236_LA_0009,LA,0.236246
LA_E_8183187_LA_0009,LA,0.216341
LA_E_8319656_LA_0043,LA,0.185276
LA_E_1265304_LA_0044,LA,0.196903
LA_E_4983742_LA_0045,LA,0.343580
LA_E_9111744_LA_0042,LA,0.114122
LA_E_7397434_LA_0033,LA,0.918094
LA_E_5467152_LA_0004,LA,0.287596
LA_E_5538237_LA_0034,LA,0.392490
LA_E_3144502_LA_0005,LA,0.021732
LA_E_2351298_LA_0043,LA,0.248654
LA_E_8313781_LA_0027,LA,0.268233
LA_E_4747731_LA_0022,LA,-0.062283
LA_E_9447534_LA_0004,LA,0.280239
LA_E_3420406_LA_0009,LA,0.186093
LA_E_2240603_LA_0044,LA,0.170110
LA_E_9647824_LA_0005,LA,0.003262
LA_E_2896889_LA_0035,LA,0.292095
LA_E_7651481_LA_0042,LA,0.088675
LA_E_4607629_LA_0005,LA,0.097640
LA_E_2497126_LA_0025,LA,0.024766
LA_E_8962374_LA_0034,LA,0.353069
LA_E_5163080_LA_0008,LA,0.227055
LA_E_3495140_LA_0031,LA,0.286228
LA_E_3931881_LA_0027,LA,0.265298
LA_E_3806788_LA_0007,LA,0.043713
LA_E_6163703_LA_0011,LA,0.139228
LA_E_2362429_LA_0008,LA,0.247479
LA_E_1541503_LA_0007,LA,0.071273
LA_E_2464870_LA_0010,LA,0.432806
LA_E_5899229_LA_0001,LA,0.056760
LA_E_7735772_LA_0048,LA,0.114145
LA_E_9154249_LA_0032,LA,0.047867
LA_E_4103863_LA_0013,LA,0.168713
LA_E_5298865_LA_0013,LA,0.168157
LA_E_3286136_LA_0008,LA,0.252240
LA_E_6217839_LA_0035,LA,0.335341
LA_E_2578590_LA_0027,LA,0.365373
LA_E_9698333_LA_0018,LA,0.004738
LA_E_9017050_LA_0041,LA,0.209560
LA_E_5895937_LA_0016,LA,0.322733
LA_E_3121513_LA_0016,LA,0.271122
LA_E_4056939_LA_0031,LA,0.312117
LA_E_9053445_LA_0041,LA,0.256854
LA_E_8881522_LA_0010,LA,0.331454
LA_E_8855620_LA_0033,LA,0.965641
LA_E_1216150_LA_0037,LA,0.037308
LA_E_2821360_LA_0035,LA,0.241315
LA_E_9447534_LA_0042,LA,0.131520
LA_E_8350195_LA_0031,LA,0.326191
LA_E_3313944_LA_0026,LA,0.172644
LA_E_7939800_LA_0023,LA,0.201808
LA_E_9587391_LA_0014,LA,0.166315
LA_E_4297036_LA_0032,LA,0.091167
LA_E_5624940_LA_0004,LA,0.261381
LA_E_9265511_LA_0030,LA,0.158906
LA_E_2196801_LA_0018,LA,0.010961
LA_E_8590847_LA_0032,LA,0.053985
LA_E_3601650_LA_0014,LA,0.127753
LA_E_6776405_LA_0034,LA,0.393481
LA_E_8622126_LA_0020,LA,0.147596
LA_E_1518359_LA_0047,LA,0.338598
LA_E_3552504_LA_0022,LA,-0.109867
LA_E_7544127_LA_0016,LA,0.351207
LA_E_5744054_LA_0031,LA,0.311134
LA_E_5479419_LA_0035,LA,0.234815
LA_E_5899892_LA_0026,LA,0.165796
LA_E_7871281_LA_0013,LA,0.170647
LA_E_9352155_LA_0007,LA,0.014385
LA_E_3248504_LA_0043,LA,0.153202
LA_E_4157017_LA_0031,LA,0.325907
LA_E_4333311_LA_0035,LA,0.282130
LA_E_8819473_LA_0043,LA,0.236292
LA_E_1768450_LA_0034,LA,0.358715
LA_E_2357668_LA_0039,LA,0.107019
LA_E_2660052_LA_0004,LA,0.223919
LA_E_9226172_LA_0007,LA,0.093236
LA_E_8681058_LA_0036,LA,0.014343
LA_E_3480679_LA_0026,LA,0.157611
LA_E_6320704_LA_0043,LA,0.187399
LA_E_1409215_LA_0025,LA,0.040667
LA_E_5818870_LA_0009,LA,0.218713
LA_E_8754553_LA_0025,LA,0.008265
LA_E_9480739_LA_0009,LA,0.154376
LA_E_5013670_LA_0011,LA,0.086871
LA_E_4148892_LA_0039,LA,0.053771
LA_E_2048912_LA_0026,LA,0.186795
LA_E_6586732_LA_0039,LA,0.006165
